ref_num,area,city,district,Mukatat,piece_num,date,property_classification,property_type,number_of_properties,price,space,Price_per_square_meter
16119918,منطقة مكة المكرمة,جده,بنى مالك,426/ج/س,1/3,2/6/2022,زراعي,شقة,1,850000,265.92,3196.45
16119801,منطقة مكة المكرمة,جده,بنى مالك,426/ج/س,2/3,2/6/2022,زراعي,شقة,1,830000,265.92,3121.2394
16118491,منطقة مكة المكرمة,جده,بنى مالك,426/ج/س,5,2/6/2022,سكني,شقة,1,675000,185.7,3634.8949
16114405,منطقة مكة المكرمة,جده,مريخ,433/ج/س,1/ح1,2/6/2022,زراعي,شقة,1,590000,142.35,4144.7137
16119174,منطقة مكة المكرمة,جده,مريخ,433/ج/س,1/ح1,2/6/2022,زراعي,شقة,1,615000,173.25,3549.7835
16119757,منطقة مكة المكرمة,جده,مريخ,433/ج/س,16,2/6/2022,سكني,شقة,1,150000,90.72,1653.4391
16117132,منطقة مكة المكرمة,جده,مريخ,433/ج/س,2/أ,2/6/2022,زراعي,شقة,1,750000,239.54,3131.001
16118569,منطقة مكة المكرمة,جده,مريخ,433/ج/س,2/ح1,2/6/2022,زراعي,شقة,1,550000,153.14,3591.4849
16118515,منطقة مكة المكرمة,جده,مريخ,433/ج/س,4/أ,2/6/2022,زراعي,شقة,1,175000,81.15,2156.5003
16116631,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/26/10,516/5,2/6/2022,سكني,شقة,1,526316,173.09,3040.7071
16117212,منطقة مكة المكرمة,مكة المكرمة,بطحاء قريش النموذجى,1/7/78/ب,2/ح1,2/6/2022,زراعي,شقة,1,600000,142.0,4225.3521
16109639,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,أخرى,2/1,2/6/2022,زراعي,شقة,1,500000,170.8,2927.4004
16115882,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/32/13,3/2,2/6/2022,سكني,شقة,1,400000,146.85,2723.8678
16113867,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/1,2/6/2022,زراعي,شقة,1,255000,120.93,2108.6579
16115614,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/4,2/6/2022,زراعي,شقة,1,255000,125.12,2038.0434
16111938,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/4,2/6/2022,زراعي,شقة,1,255000,119.31,2137.2894
16111313,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/أ,2/6/2022,زراعي,شقة,1,182000,82.29,2211.6903
16112684,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/أ,2/6/2022,زراعي,شقة,1,270000,117.35,2300.8095
16114290,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,4/4,2/6/2022,زراعي,شقة,1,270000,118.76,2273.4927
16110200,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,10000,73950.86,0.1352
16112935,منطقة المدينة المنورة,المدينة المنورة,المنح بالحره الشرقيه,8/ف/1409,2/1,2/6/2022,زراعي,شقة,1,670000,173.6,3859.447
16112879,منطقة القصيم,البكيريه,الفويلق,أخرى,بدون,2/6/2022,سكني,شقة,1,200000,3207.15,62.3606
16059058,منطقة القصيم,المذنب,الحزم,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,450000,3425.41,131.3711
16110456,منطقة القصيم,بريده,النخيل,374/2/ق,1/أ,2/6/2022,زراعي,شقة,1,200000,199.04,1004.8231
16107551,منطقة القصيم,بريده,النهضة,299/1/2/ق,3,2/6/2022,سكني,شقة,1,360000,150.63,2389.9621
16113936,منطقة القصيم,بريده,حي/أخرى,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,9476886,60168.04,157.5069
16111357,منطقة القصيم,عنيزه,الياسمين,396ق ع/ق ع72,2,2/6/2022,سكني,شقة,1,265000,194.65,1361.4179
16110796,منطقة القصيم,عنيزه,غرب عنيزة,أخرى,بدون,2/6/2022,سكني,أرض زراعية,1,745806,9151.0,81.4999
16111991,منطقة القصيم,عنيزه,غرب عنيزة,أخرى,بدون,2/6/2022,سكني,أرض زراعية,1,723259,8600.0,84.0998
16114460,المنطقة الشرقية,ابقيق,صلاصل,3771,30/1,2/6/2022,زراعي,أرض زراعية,1,1150000,50016.75,22.9922
16112274,المنطقة الشرقية,الاحساء,حي/أخرى,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,90000,2000.0,45.0
16109782,المنطقة الشرقية,الاحساء,الفضول,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,100000,2986.27,33.4865
16110047,المنطقة الشرقية,الاحساء,الفضول,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,49600,463.05,107.1158
16110193,المنطقة الشرقية,الاحساء,الفضول,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,53700,502.46,106.8741
16117662,المنطقة الشرقية,الخبر,جنوب غرب الانابيب,ش خ 647,5/1,2/6/2022,زراعي,شقة,1,600000,129.23,4642.8847
16111317,المنطقة الشرقية,الدمام,الراكة  الشمالية,71,3/أ,2/6/2022,زراعي,شقة,1,750000,194.69,3852.2779
16111431,المنطقة الشرقية,الدمام,الصفا,644/1,3,2/6/2022,سكني,شقة,1,405000,128.04,3163.074
16118440,المنطقة الشرقية,الدمام,ش د  1305,22,1/2,2/6/2022,زراعي,شقة,1,500000,173.8,2876.8699
16117760,المنطقة الشرقية,الدمام,هجر,1180/ش.د,2/1,2/6/2022,زراعي,شقة,1,560000,188.89,2964.6884
16116157,المنطقة الشرقية,الدمام,هجر,ش د 1245,1/ح1,2/6/2022,زراعي,شقة,1,673750,137.13,4913.221
16114677,المنطقة الشرقية,حفر الباطن,أخرى,أخرى,39,2/6/2022,زراعي,أرض زراعية,1,400000,10000.0,40.0
16112818,منطقة عسير,ابها,حي/أخرى,58/أ/1,3344,2/6/2022,زراعي,شقة,1,800000,398.06,2009.7472
16117402,منطقة عسير,خميس مشيط,حي/أخرى,أخرى,1,2/6/2022,سكني,شقة,1,140000,229.2,610.8202
16115951,منطقة تبوك,تبوك,المروج 2,ت/ت/48,5,2/6/2022,سكني,شقة,1,650000,202.8,3205.1282
16113201,منطقة حائل,الشنان,حي/أخرى,أخرى,611/612,2/6/2022,زراعي,أرض زراعية,1,110000,100000.0,1.1
16114079,منطقة حائل,حائل,حي/أخرى,228,7,2/6/2022,زراعي,أرض زراعية,1,100000,11562.5,8.6486
16113494,منطقة حائل,حائل,حي/أخرى,212,9,2/6/2022,زراعي,أرض زراعية,1,100000,10098.0,9.9029
16115716,منطقة حائل,حائل,حي/أخرى,241,42,2/6/2022,زراعي,أرض زراعية,1,70000,10080.0,6.9444
16109794,منطقة جازان,ابو عريش,حي/أخرى,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,10000,1949.24,5.1302
16113042,منطقة الجوف,سكاكا,حي/أخرى,أخرى,2,2/6/2022,زراعي,أرض زراعية,1,15000,73100.0,0.2051
16111887,منطقة الجوف,طبرجل,حي/أخرى,أخرى,بدون,2/6/2022,زراعي,أرض زراعية,1,10000,60474.866,0.1653
16124391,منطقة الرياض,الخرج,الخزامى,1163,1,2/7/2022,سكني,شقة,1,537938,303.42,1772.9154
16125597,منطقة الرياض,الخرج,حي/أخرى,أخرى,2,2/7/2022,زراعي,أرض زراعية,1,6000000,39429.93,152.1686
16125887,منطقة الرياض,الخرج,غرناطه,1456,1,2/7/2022,سكني,شقة,1,100000,254.52,392.8964
16134501,منطقة الرياض,الخرج,مشرف,560,3/أ/2973,2/7/2022,زراعي,شقة,1,90000,189.94,473.8338
16133801,منطقة الرياض,الدرعيه,العمارية,أخرى,28,2/7/2022,زراعي,أرض زراعية,1,7000000,8037.9,870.8742
16129420,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,242,2/7/2022,زراعي,أرض زراعية,1,1500000,3000.0,500.0
16129293,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 72,8,2/7/2022,زراعي,أرض زراعية,1,1713600,10080.0,170.0
16132286,منطقة الرياض,الدرعيه,العمارية,من القطعة رقم 11,73,2/7/2022,زراعي,أرض زراعية,1,1700000,2000.0,850.0
16133329,منطقة الرياض,الدرعيه,العمارية,من القطعة رقم 139,53,2/7/2022,زراعي,أرض زراعية,1,1250000,10000.0,125.0
16117289,منطقة الرياض,الرياض,الدار البيضاء,2705/أ,30/12,2/7/2022,سكني,شقة,1,200000,123.83,1615.1174
16124280,منطقة الرياض,الرياض,الدريهمية,3271,3/2,2/7/2022,زراعي,شقة,1,530000,173.41,3056.3404
16125984,منطقة الرياض,الرياض,الدريهمية,3271,7أ/10,2/7/2022,سكني,شقة,1,363000,156.3,2322.4568
16133267,منطقة الرياض,الرياض,الشفاء,2003/د هـ,14/14,2/7/2022,سكني,شقة,1,200000,158.07,1265.2622
16129849,منطقة الرياض,الرياض,العزيزية,3030,90/2,2/7/2022,سكني,شقة,1,220000,138.94,1583.4173
16129007,منطقة الرياض,الرياض,العوالي,2516,3/أ,2/7/2022,زراعي,شقة,1,525000,132.03,3976.369
16126417,منطقة الرياض,الرياض,القيروان,3858,1/1,2/7/2022,زراعي,شقة,1,508720,136.66,3722.523
16133779,منطقة الرياض,الرياض,القيروان,3858,1/أ,2/7/2022,زراعي,شقة,1,470000,118.1,3979.6782
16133357,منطقة الرياض,الرياض,القيروان,3858,2/أ,2/7/2022,زراعي,شقة,1,558110,143.93,3877.6488
16126565,منطقة الرياض,الرياض,القيروان,3858,3/أ,2/7/2022,زراعي,شقة,1,548232,141.63,3870.8748
16127840,منطقة الرياض,الرياض,القيروان,3858,4/أ,2/7/2022,زراعي,شقة,1,413890,107.37,3854.8011
16133719,منطقة الرياض,الرياض,المونسية,2497,28/12,2/7/2022,تجاري,شقة,1,470000,94.44,4976.7047
16125770,منطقة الرياض,الرياض,بدر,2003/هـ,24/1,2/7/2022,سكني,شقة,1,220000,102.6,2144.2495
16127241,منطقة الرياض,الرياض,غرناطة,أخرى,6/14,2/7/2022,سكني,شقة,1,400000,175.48,2279.462
16126061,منطقة الرياض,الرياض,قرطبة,2704/أ,2/17,2/7/2022,سكني,شقة,1,350000,124.63,2808.3126
16130334,منطقة الرياض,الرياض,لبن,2351,1,2/7/2022,تجاري,شقة,1,460196,111.7,4119.9283
16130379,منطقة الرياض,الرياض,لبن,2351,1/14,2/7/2022,تجاري,شقة,1,300000,114.43,2621.6901
16127878,منطقة الرياض,الرياض,لبن,2351,1/أ,2/7/2022,زراعي,شقة,1,320000,93.47,3423.5583
16125435,منطقة الرياض,الرياض,لبن,2351,16/7,2/7/2022,سكني,شقة,1,360000,127.93,2814.0389
16130928,منطقة الرياض,الرياض,لبن,2351,18/10,2/7/2022,تجاري,شقة,1,250000,135.4,1846.381
16125099,منطقة الرياض,المزاحميه,أخرى,أخرى,125,2/7/2022,زراعي,أرض زراعية,1,663801,14751.13,45.0
16131072,منطقة الرياض,المزاحميه,أخرى,أخرى,38,2/7/2022,زراعي,أرض زراعية,1,185000,10000.0,18.5
16130983,منطقة الرياض,المزاحميه,أخرى,أخرى,39,2/7/2022,زراعي,أرض زراعية,1,40000,10000.0,4.0
16126158,منطقة الرياض,المزاحميه,أخرى,أخرى,50,2/7/2022,زراعي,أرض زراعية,1,80000,10000.0,8.0
16131828,منطقة الرياض,المزاحميه,الجله,408,176,2/7/2022,زراعي,أرض زراعية,1,180000,10000.0,18.0
16133684,منطقة الرياض,المزاحميه,الجله,427,36,2/7/2022,زراعي,أرض زراعية,1,175000,10000.0,17.5
16133712,منطقة الرياض,المزاحميه,الجله,550,332,2/7/2022,زراعي,أرض زراعية,1,650000,10000.0,65.0
16133708,منطقة الرياض,المزاحميه,الشعلة,أخرى,أ ل ج ز ء/673,2/7/2022,زراعي,أرض زراعية,1,420000,1975.511,212.6032
16090128,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,127,2/7/2022,زراعي,أرض زراعية,1,350000,5950.0,58.8235
16129046,منطقة الرياض,المزاحميه,الشعلة/ 2,أخرى,ج ز ء/775,2/7/2022,زراعي,أرض زراعية,1,450000,3137.852,143.4102
16134211,منطقة الرياض,المزاحميه,شمال الجلة,602,95,2/7/2022,زراعي,أرض زراعية,1,30000,10000.0,3.0
16134793,منطقة الرياض,المزاحميه,شمال الجلة,602,95,2/7/2022,زراعي,أرض زراعية,1,100000,10000.0,10.0
16134218,منطقة الرياض,المزاحميه,شمال الجلة,602,97,2/7/2022,زراعي,أرض زراعية,1,30000,10000.0,3.0
16124467,منطقة الرياض,شقراء,أخرى,أخرى,1,2/7/2022,زراعي,أرض زراعية,1,50000,54250.0,0.9216
16123933,منطقة الرياض,شقراء,أخرى,أخرى,2,2/7/2022,زراعي,أرض زراعية,1,50000,52700.0,0.9487
16124238,منطقة الرياض,شقراء,أخرى,أخرى,4,2/7/2022,زراعي,أرض زراعية,1,50000,52700.0,0.9487
16134361,منطقة الرياض,ضرماء,حي/أخرى,أخرى,899/2,2/7/2022,زراعي,أرض زراعية,1,535000,2250.0,237.7777
16123667,منطقة الرياض,وادي الدواسر,حي/أخرى,أخرى,2,2/7/2022,زراعي,أرض زراعية,1,100000,58750.0,1.7021
16133799,منطقة مكة المكرمة,الطائف,الوسام,648/س/1420هـ,4613,2/7/2022,زراعي,شقة,1,1400000,381.29,3671.7459
16128912,منطقة مكة المكرمة,جده,الحمدانية,434/ج/س/الجزء 2,1/1,2/7/2022,زراعي,شقة,1,820000,264.23,3103.3569
16096519,منطقة مكة المكرمة,جده,الروضة,3/256/ع,5/8,2/7/2022,سكني,شقة,1,800000,171.93,4653.0564
16134959,منطقة مكة المكرمة,جده,الصفا,794/س/ت,10,2/7/2022,سكني,شقة,1,400000,83.4,4796.163
16134206,منطقة مكة المكرمة,جده,الصوارى,424/ج/س,1/1,2/7/2022,زراعي,شقة,1,880000,250.0,3520.0
16134733,منطقة مكة المكرمة,جده,الفيصلية,144/ج/س,5,2/7/2022,سكني,شقة,1,100000,66.8,1497.0059
16134311,منطقة مكة المكرمة,جده,الواحة,588/ج/س,2/1,2/7/2022,زراعي,شقة,1,665000,166.11,4003.3712
16127992,منطقة مكة المكرمة,جده,الواحة,588/ج/س,3/2,2/7/2022,زراعي,شقة,1,350000,96.61,3622.8133
16128421,منطقة مكة المكرمة,جده,مريخ,433/ج/س,1/2,2/7/2022,زراعي,شقة,1,470000,138.2,3400.8683
16131207,منطقة مكة المكرمة,جده,مريخ,433/ج/س,10,2/7/2022,سكني,شقة,1,330000,88.8,3716.2162
16132561,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/29/8,8,2/7/2022,تجاري,شقة,1,300000,431.39,695.4264
16133206,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/29/8,3/3,2/7/2022,سكني,شقة,1,600000,147.93,4055.9724
16133679,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/32/1,4/أ,2/7/2022,زراعي,شقة,1,370000,130.18,2842.2184
16133283,منطقة مكة المكرمة,مكة المكرمة,بطحاء قريش,1/7/79,1/أ,2/7/2022,زراعي,شقة,1,300000,122.73,2444.3901
16128906,منطقة مكة المكرمة,مكة المكرمة,بطحاء قريش,1/7/79,2/1,2/7/2022,زراعي,شقة,1,100000,168.2,594.5303
16133792,منطقة مكة المكرمة,مكة المكرمة,بطحاء قريش,1/7/79,2/3,2/7/2022,زراعي,شقة,1,320000,120.01,2666.4444
16050060,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,أخرى,5,2/7/2022,زراعي,أرض زراعية,1,90000,10382.48,8.6684
16134600,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/20/17/أ,1/3,2/7/2022,زراعي,شقة,1,710000,265.65,2672.6896
16123431,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/2,2/7/2022,زراعي,شقة,1,230000,103.6,2220.0772
16126887,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/1,2/7/2022,زراعي,شقة,1,220000,80.76,2724.1208
16099313,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/4,2/7/2022,زراعي,شقة,1,212625,103.05,2063.3187
16126746,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/1,2/7/2022,زراعي,شقة,1,160000,82.22,1945.9985
16125604,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/4,2/7/2022,زراعي,شقة,1,270000,119.31,2263.0123
16099856,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,4/1,2/7/2022,زراعي,شقة,1,295000,124.92,2361.5113
16127213,منطقة المدينة المنورة,وادي الفرع,حي/أخرى,أخرى,بدون,2/7/2022,زراعي,أرض زراعية,1,50000,75237.45,0.6645
16127714,منطقة القصيم,البكيريه,شمال البكيرية,ق/ك/56,1/1,2/7/2022,زراعي,شقة,1,50000,240.78,207.6584
16127660,منطقة القصيم,البكيريه,شمال البكيرية,ق/ك/56,1/أ,2/7/2022,زراعي,شقة,1,50000,184.28,271.3262
16127611,منطقة القصيم,البكيريه,شمال البكيرية,ق/ك/56,2/1,2/7/2022,زراعي,شقة,1,50000,240.78,207.6584
16129925,منطقة القصيم,بريده,حي/أخرى,319,5,2/7/2022,زراعي,أرض زراعية,1,30000,53550.0,0.5602
16132413,المنطقة الشرقية,الجبيل,الحمراء,ش ج/249,3,2/7/2022,سكني,شقة,1,700000,304.21,2301.042
16129654,المنطقة الشرقية,الدمام,337/ 1,الحى الثالث,3110,2/7/2022,زراعي,شقة,1,1690000,421.22,4012.1551
16132368,المنطقة الشرقية,الدمام,الجامعة,1142/ش د,3,2/7/2022,سكني,شقة,1,638000,175.66,3632.0163
16133212,المنطقة الشرقية,الدمام,الشعلة,ش د 1236,1/1,2/7/2022,زراعي,شقة,1,610000,181.99,3351.8325
16126404,المنطقة الشرقية,الدمام,المنتزه,ش د  1049,2/1,2/7/2022,زراعي,شقة,1,660000,159.28,4143.6464
16130786,المنطقة الشرقية,الدمام,الندى,762/1,3,2/7/2022,سكني,شقة,1,1105068,320.33,3449.7799
16130967,المنطقة الشرقية,الدمام,ش د  1305,16,2/أ,2/7/2022,زراعي,شقة,1,580000,168.26,3447.0462
16134624,المنطقة الشرقية,القطيف,حي/أخرى,3/848,1/أ,2/7/2022,زراعي,شقة,1,500000,215.52,2319.9703
16130211,منطقة عسير,ابها,حجلا,أخرى,بدون,2/7/2022,زراعي,أرض زراعية,1,4000000,60350.0,66.28
16130051,منطقة عسير,خميس مشيط,حي/أخرى,637/1421/ع/2,6,2/7/2022,سكني,شقة,1,688798,227.31,3030.2142
16129416,منطقة عسير,خميس مشيط,حي/أخرى,418/1415/ج/2,2/1,2/7/2022,زراعي,شقة,1,485000,211.76,2290.3286
16127338,منطقة تبوك,تبوك,السلام,437/38/ت,1,2/7/2022,سكني,شقة,1,370000,200.24,1847.7826
16127946,منطقة حائل,حائل,حي/أخرى,257,5,2/7/2022,زراعي,أرض زراعية,1,100000,10105.0,9.896
16126492,منطقة حائل,حائل,حي/أخرى,أخرى,بدون,2/7/2022,زراعي,أرض زراعية,1,1685467,56182.25,29.9999
16128291,منطقة جازان,بيش,حي/أخرى,أخرى,بدون,2/7/2022,زراعي,أرض زراعية,1,75000,15125.991,4.9583
16125725,منطقة الجوف,طبرجل,حي/أخرى,أخرى,5,2/7/2022,زراعي,أرض زراعية,1,25000,50000.0,0.5
16140908,منطقة الرياض,الخرج,حي/أخرى,أخرى,60,2/8/2022,زراعي,أرض زراعية,1,650000,50000.0,13.0
16140312,منطقة الرياض,الدرعيه,العمارية,133,189,2/8/2022,زراعي,أرض زراعية,1,600000,10000.0,60.0
16140477,منطقة الرياض,الدرعيه,العمارية,133,190,2/8/2022,زراعي,أرض زراعية,1,600000,10000.0,60.0
16144885,منطقة الرياض,الدرعيه,العمارية,أخرى,337,2/8/2022,زراعي,أرض زراعية,1,1500000,3000.0,500.0
16145444,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 135,458,2/8/2022,زراعي,أرض زراعية,1,1395000,10000.0,139.5
16144265,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1515,2/8/2022,سكني,أرض زراعية,1,1800000,3000.0,600.0
16141018,منطقة الرياض,الدرعيه,العمارية,من اصل القطعة رقم 134,276,2/8/2022,زراعي,أرض زراعية,1,1300000,11250.0,115.5555
16145100,منطقة الرياض,الدرعيه,العمارية,من القطعة رقم 2,610,2/8/2022,زراعي,أرض زراعية,1,2550000,3000.0,850.0
16145210,منطقة الرياض,الدرعيه,العمارية,من القطعة رقم 2,611,2/8/2022,زراعي,أرض زراعية,1,2550000,3000.0,850.0
16141924,منطقة الرياض,الدرعيه,العمارية,من القطعة رقم 25,93,2/8/2022,زراعي,أرض زراعية,1,7000000,10000.01,699.9993
16141960,منطقة الرياض,الدرعيه,العمارية,من القطعة رقم 25,94,2/8/2022,زراعي,أرض زراعية,1,10000000,10000.01,999.999
16139279,منطقة الرياض,الرياض,اشبيليا,2495/أ,12/9,2/8/2022,سكني,شقة,1,225000,85.63,2627.5837
16141975,منطقة الرياض,الرياض,اشبيليا,2958,32/9,2/8/2022,سكني,شقة,1,540000,138.03,3912.193
16137042,منطقة الرياض,الرياض,الاندلس,3188,46/11,2/8/2022,سكني,شقة,1,346600,148.73,2330.3973
16140406,منطقة الرياض,الرياض,الاندلس,3188,46/13,2/8/2022,سكني,شقة,1,357000,146.27,2440.6918
16117311,منطقة الرياض,الرياض,الدار البيضاء,2705/أ,140/5,2/8/2022,سكني,شقة,1,200000,137.68,1452.6438
16137424,منطقة الرياض,الرياض,السلى,3086,18/18,2/8/2022,سكني,شقة,1,280000,110.56,2532.5615
16139795,منطقة الرياض,الرياض,السلى,3174,41/21,2/8/2022,سكني,شقة,1,271625,136.87,1984.5473
16143377,منطقة الرياض,الرياض,القيروان,3858,2/1,2/8/2022,زراعي,شقة,1,528476,141.2,3742.7478
16139637,منطقة الرياض,الرياض,الملك عبد الله,3220,51/12,2/8/2022,سكني,شقة,1,325000,137.49,2363.8082
16137201,منطقة الرياض,الرياض,الملك فيصل,1661,2/ح1,2/8/2022,زراعي,شقة,1,200000,91.67,2181.7388
16138218,منطقة الرياض,الرياض,الواحة,3112,22/97,2/8/2022,سكني,شقة,1,454000,175.0,2594.2857
16145579,منطقة الرياض,الرياض,اليرموك,1822/و,2/2,2/8/2022,زراعي,شقة,1,900000,194.64,4623.921
16145879,منطقة الرياض,الرياض,بدر,2003/د,12/180,2/8/2022,سكني,شقة,1,300000,174.26,1721.5654
16141893,منطقة الرياض,الرياض,عكاظ,3027/أ,20/6,2/8/2022,سكني,شقة,1,423770,203.51,2082.3055
16145479,منطقة الرياض,الرياض,قرطبة,2704/أ,27/26,2/8/2022,سكني,شقة,1,480000,110.22,4354.9265
16144869,منطقة الرياض,الرياض,قرطبة,2922,40/1,2/8/2022,سكني,شقة,1,685000,205.0,3341.4634
16140874,منطقة الرياض,الرياض,قرطبة,3195,8/68,2/8/2022,سكني,شقة,1,342918,142.34,2409.1471
16140444,منطقة الرياض,الرياض,لبن,2351,1/2,2/8/2022,زراعي,شقة,1,390000,135.31,2882.2703
16145387,منطقة الرياض,المزاحميه,أخرى,أخرى,2228,2/8/2022,زراعي,أرض زراعية,1,350000,2000.0,175.0
16129843,منطقة الرياض,المزاحميه,أخرى,أخرى,4,2/8/2022,زراعي,أرض زراعية,1,275500,10004.5,27.5376
16143738,منطقة الرياض,المزاحميه,أخرى,أخرى,67,2/8/2022,زراعي,أرض زراعية,1,100000,10000.0,10.0
16129724,منطقة الرياض,المزاحميه,أخرى,أخرى,80,2/8/2022,زراعي,أرض زراعية,1,222024,10092.1,21.9997
16141335,منطقة الرياض,المزاحميه,أخرى,أخرى,90,2/8/2022,زراعي,أرض زراعية,1,210000,10000.0,21.0
16137296,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,104,2/8/2022,زراعي,أرض زراعية,1,575000,4836.8,118.8802
16144307,منطقة الرياض,المزاحميه,الجله,448,115,2/8/2022,زراعي,أرض زراعية,1,350000,10000.0,35.0
16145588,منطقة الرياض,المزاحميه,الربيع الثانى,أخرى,1530,2/8/2022,زراعي,أرض زراعية,1,190000,2000.0,95.0
16140034,منطقة الرياض,المزاحميه,الربيع الثانى,أخرى,1755,2/8/2022,زراعي,أرض زراعية,1,285000,2000.0,142.5
16141915,منطقة الرياض,المزاحميه,الربيع الثانى,أخرى,1872,2/8/2022,زراعي,أرض زراعية,1,150000,2000.0,75.0
16145560,منطقة الرياض,المزاحميه,الربيع الثانى,أخرى,32,2/8/2022,زراعي,أرض زراعية,1,325000,2000.0,162.5
16139272,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,2251,2/8/2022,زراعي,أرض زراعية,1,280000,2583.0,108.401
16145576,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,34,2/8/2022,زراعي,أرض زراعية,1,325000,2000.0,162.5
16146171,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,98,2/8/2022,زراعي,أرض زراعية,1,380000,2000.0,190.0
16146016,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,69/أ,2/8/2022,زراعي,أرض زراعية,1,300000,5003.0,59.964
16138467,منطقة الرياض,حوطة سدير,حي/أخرى,أخرى,253,2/8/2022,زراعي,أرض زراعية,1,280000,50000.0,5.6
16139737,منطقة الرياض,شقراء,حي/أخرى,5839/24/3/1413,1,2/8/2022,زراعي,أرض زراعية,1,10000,149.85,66.7334
16138712,منطقة الرياض,شقراء,حي/أخرى,أخرى,بدون,2/8/2022,زراعي,أرض زراعية,1,20000,30000.0,0.6666
16139221,منطقة الرياض,شقراء,حي/أخرى,أخرى,بدون,2/8/2022,زراعي,أرض زراعية,1,20000,53652.0,0.3727
16146032,منطقة الرياض,ضرماء,العارضية/ د,أخرى,2189,2/8/2022,زراعي,أرض زراعية,1,202500,2025.0,100.0
16145414,منطقة الرياض,ضرماء,العارضية/ د,أخرى,3148/1,2/8/2022,زراعي,أرض زراعية,1,302500,2750.0,110.0
16145336,منطقة الرياض,ضرماء,حي/أخرى,أخرى,247,2/8/2022,زراعي,أرض زراعية,1,640000,5000.0,128.0
16146021,منطقة مكة المكرمة,الخرمه,حي/أخرى,أخرى,بدون,2/8/2022,سكني,شقة,1,10000,1905.22,5.2487
16145842,منطقة مكة المكرمة,جده,البوادى,1304/س/ت,1/ح1,2/8/2022,زراعي,شقة,1,700000,151.78,4611.9383
16143439,منطقة مكة المكرمة,جده,الربوه,3/471/ع,2/5,2/8/2022,زراعي,شقة,1,672000,148.4,4528.3018
16145706,منطقة مكة المكرمة,جده,الروضة,892/س/ت,7,2/8/2022,سكني,شقة,1,350000,173.86,2013.1139
16144451,منطقة مكة المكرمة,جده,الروضة,أخرى,8,2/8/2022,سكني,شقة,1,300000,107.77,2783.706
16130501,منطقة مكة المكرمة,جده,الريان,260/ب,2/3,2/8/2022,زراعي,شقة,1,400000,226.04,1769.5983
16140058,منطقة مكة المكرمة,جده,الريان,377/ج/س,4/1,2/8/2022,سكني,شقة,1,150000,97.53,1537.9883
16141829,منطقة مكة المكرمة,جده,الصفا,730/س/ت,4,2/8/2022,سكني,شقة,1,371392,184.0,2018.4347
