ref_num,area,city,district,Mukatat,piece_num,date,property_classification,property_type,number_of_properties,price,space,Price_per_square_meter
16082153,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1537,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082143,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1538,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082197,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1539,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082209,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1540,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082214,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1541,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082251,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1547,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082286,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1548,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082312,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1549,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082325,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1550,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082340,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,1551,2/1/2022,زراعي,أرض زراعية,1,1200000,3000.0,400.0
16082443,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,932,2/1/2022,زراعي,أرض زراعية,1,1500000,3000.0,500.0
16081953,منطقة الرياض,الدرعيه,العمارية,من اصل القطعة رقم 134,23,2/1/2022,زراعي,أرض زراعية,1,550000,10000.0,55.0
16081682,منطقة الرياض,الرياض,الحزم,2191,20/2,2/1/2022,تجاري,شقة,1,350000,145.71,2402.0314
16077266,منطقة الرياض,الرياض,الدار البيضاء,2245,12/35,2/1/2022,تجاري,شقة,1,400000,179.53,2228.0398
16081793,منطقة الرياض,الرياض,الدار البيضاء,2705/أ,43/8,2/1/2022,سكني,شقة,1,285000,128.65,2215.3128
16077440,منطقة الرياض,الرياض,الدار البيضاء,2705/أ,7/38,2/1/2022,سكني,شقة,1,470000,163.42,2876.0249
16082285,منطقة الرياض,الرياض,الدار البيضاء,2705/أ,7/38,2/1/2022,سكني,شقة,1,315000,163.42,1927.5486
16076404,منطقة الرياض,الرياض,الدريهمية,3271,9/10,2/1/2022,سكني,شقة,1,500000,156.3,3198.9763
16080738,منطقة الرياض,الرياض,المهدية,2566,2/أ,2/1/2022,زراعي,شقة,1,360000,115.26,3123.3732
16082396,منطقة الرياض,الرياض,المهدية,2566,4162,2/1/2022,زراعي,شقة,1,1200000,304.44,3941.6633
16075300,منطقة الرياض,الرياض,النخيل,2961,5/أ,2/1/2022,زراعي,شقة,1,500000,113.78,4394.4454
16081771,منطقة الرياض,الرياض,النهضة,2734,17/4,2/1/2022,سكني,شقة,1,550000,136.73,4022.5261
16081905,منطقة الرياض,الرياض,الياسمين,1637/س,36/11,2/1/2022,سكني,شقة,1,496822,217.47,2284.5541
16081723,منطقة الرياض,الرياض,قرطبة,2405,1/2,2/1/2022,زراعي,شقة,1,679000,163.16,4161.5592
16078075,منطقة الرياض,الرياض,قرطبة,3115/م,2/2,2/1/2022,زراعي,شقة,1,510000,142.72,3573.4304
16075200,منطقة الرياض,الرياض,لبن,2351,2/2,2/1/2022,زراعي,شقة,1,320000,101.0,3168.3168
16074925,منطقة الرياض,الرياض,لبن,2351/أ,1/2,2/1/2022,زراعي,شقة,1,270000,93.23,2896.0634
16076752,منطقة الرياض,الرياض,لبن,2351/و,3299/8,2/1/2022,سكني,شقة,1,460000,188.924,2434.8415
16080350,منطقة الرياض,المزاحميه,أخرى,أخرى,148,2/1/2022,زراعي,أرض زراعية,1,170000,10000.0,17.0
16075286,منطقة الرياض,المزاحميه,أخرى,أخرى,201,2/1/2022,زراعي,أرض زراعية,1,235000,10000.0,23.5
16075596,منطقة الرياض,المزاحميه,أخرى,أخرى,202,2/1/2022,زراعي,أرض زراعية,1,235000,10000.0,23.5
16082774,منطقة الرياض,المزاحميه,أخرى,أخرى,34,2/1/2022,زراعي,أرض زراعية,1,70000,10000.0,7.0
16076591,منطقة الرياض,المزاحميه,أخرى,أخرى,45,2/1/2022,زراعي,أرض زراعية,1,300000,10000.0,30.0
16075617,منطقة الرياض,المزاحميه,أخرى,أخرى,61,2/1/2022,زراعي,أرض زراعية,1,170000,10010.0,16.983
16078521,منطقة الرياض,المزاحميه,أخرى,أخرى,8,2/1/2022,زراعي,أرض زراعية,1,130000,10000.0,13.0
16072223,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,104/أ,2/1/2022,زراعي,أرض زراعية,1,1000000,21000.0,47.619
16072467,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,97/أ,2/1/2022,زراعي,أرض زراعية,1,1000000,21000.0,47.619
16077535,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,257/259,2/1/2022,زراعي,أرض زراعية,1,700000,10000.0,70.0
16081907,منطقة الرياض,المزاحميه,الجله,218/13,60,2/1/2022,زراعي,أرض زراعية,1,200000,10000.0,20.0
16075498,منطقة الرياض,المزاحميه,الجله,408,59,2/1/2022,زراعي,أرض زراعية,1,170000,10010.0,16.983
16081453,منطقة الرياض,المزاحميه,الجله,427,12,2/1/2022,زراعي,أرض زراعية,1,100000,10000.0,10.0
16082789,منطقة الرياض,المزاحميه,الجله,427,33,2/1/2022,زراعي,أرض زراعية,1,70000,10000.0,7.0
16080701,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,1851,2/1/2022,زراعي,أرض زراعية,1,400000,4200.0,95.238
16076494,منطقة الرياض,المزاحميه,الربيع الثانى,أخرى,44,2/1/2022,زراعي,أرض زراعية,1,250000,2000.0,125.0
16080588,منطقة الرياض,المزاحميه,الشروق,أخرى,262,2/1/2022,زراعي,أرض زراعية,1,340000,2241.0,151.7179
16077628,منطقة الرياض,شقراء,أخرى,أخرى,10,2/1/2022,زراعي,أرض زراعية,1,340000,54600.0,6.2271
16081915,منطقة مكة المكرمة,الطائف,القيم,306/س/1415هـ,18,2/1/2022,سكني,شقة,1,435000,237.61,1830.731
16075691,منطقة مكة المكرمة,جده,حي/أخرى,1421/س/ت,3,2/1/2022,سكني,شقة,1,450000,104.23,4317.375
16081900,منطقة مكة المكرمة,جده,البوادى,3/332/ع,3,2/1/2022,سكني,شقة,1,200000,84.78,2359.0469
16081684,منطقة مكة المكرمة,جده,الروابى,14/101/ب/المعدل,8,2/1/2022,سكني,شقة,1,120000,90.65,1323.7727
16071456,منطقة مكة المكرمة,جده,السلامة,32/ب,15,2/1/2022,سكني,شقة,1,815025,181.85,4481.8531
16078212,منطقة مكة المكرمة,جده,السليمانية,183/ب,1/2,2/1/2022,زراعي,شقة,1,650000,192.39,3378.5539
16078434,منطقة مكة المكرمة,جده,السليمانية,183/ب,1/ح1,2/1/2022,زراعي,شقة,1,850000,170.07,4997.942
16078957,منطقة مكة المكرمة,جده,الصفا,30/ب/3,10/ب,2/1/2022,سكني,شقة,1,480000,124.82,3845.5375
16081659,منطقة مكة المكرمة,جده,الفروسية,4/ج/س,4493,2/1/2022,زراعي,شقة,1,1180000,300.0,3933.3333
16071974,منطقة مكة المكرمة,جده,الفيصلية,171/س/ت,9,2/1/2022,سكني,شقة,1,270000,111.61,2419.138
16081979,منطقة مكة المكرمة,جده,المروة,335/ج/س,2/2,2/1/2022,زراعي,شقة,1,900000,200.42,4490.5698
16078716,منطقة مكة المكرمة,جده,المروة,337/ج/س,1,2/1/2022,سكني,شقة,1,749597,233.36,3212.1914
16072305,منطقة مكة المكرمة,جده,المروة,337/ج/س,14,2/1/2022,سكني,شقة,1,500000,125.27,3991.3786
16077336,منطقة مكة المكرمة,جده,المروة,337/ج/س,9,2/1/2022,سكني,شقة,1,400000,121.0,3305.7851
16080712,منطقة مكة المكرمة,جده,المروة,426/ب/المعدل,2/1,2/1/2022,زراعي,شقة,1,830000,203.92,4070.2236
16081182,منطقة مكة المكرمة,جده,النزهة,3/477/ع,11/243/أ,2/1/2022,سكني,شقة,1,775000,177.22,4373.0955
16081669,منطقة مكة المكرمة,جده,الواحة,391/ج/س,2,2/1/2022,سكني,شقة,1,550000,163.18,3370.511
16081382,منطقة مكة المكرمة,جده,الواحة,588/ج/س,2/أ,2/1/2022,زراعي,شقة,1,550000,146.04,3766.0914
16075557,منطقة مكة المكرمة,جده,الواحة,588/ج/س,2/ح1,2/1/2022,زراعي,شقة,1,678000,176.18,3848.3369
16082043,منطقة مكة المكرمة,جده,الواحة,588/ج/س,3/2,2/1/2022,زراعي,شقة,1,350000,94.19,3715.8934
16082098,منطقة مكة المكرمة,جده,الواحة,588/ج/س,3/2,2/1/2022,زراعي,شقة,1,430000,135.15,3181.65
16076794,منطقة مكة المكرمة,جده,الواحة,588/ج/س,3/3,2/1/2022,زراعي,شقة,1,600000,163.61,3667.2575
16082144,منطقة مكة المكرمة,جده,بنى مالك,426/ج/س,2/أ,2/1/2022,زراعي,شقة,1,845000,265.92,3177.6474
16079794,منطقة مكة المكرمة,جده,مريخ,433/ج/س,1/2,2/1/2022,زراعي,شقة,1,539000,136.2,3957.4155
16075060,منطقة مكة المكرمة,جده,مريخ,433/ج/س,9,2/1/2022,سكني,شقة,1,475000,189.64,2504.7458
16080779,منطقة مكة المكرمة,مكة المكرمة,الحمراء,1/29/4,1/4,2/1/2022,سكني,شقة,1,480000,146.736,3271.1808
16076033,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/29/8,3/2,2/1/2022,سكني,شقة,1,585000,147.93,3954.5731
16081388,منطقة مكة المكرمة,مكة المكرمة,الراشدية,1/20/58/أ,5192,2/1/2022,زراعي,شقة,1,1280000,338.96,3776.2567
16074988,منطقة مكة المكرمة,مكة المكرمة,الشوقية,1/7/64/أ,2/2,2/1/2022,زراعي,شقة,1,730000,211.87,3445.509
16082467,منطقة مكة المكرمة,مكة المكرمة,الشوقية,1/7/64/أ,3/2,2/1/2022,زراعي,شقة,1,650000,180.95,3592.1525
16073078,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/أ,2/1/2022,زراعي,شقة,1,224000,93.86,2386.5331
16073793,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/أ,2/1/2022,زراعي,شقة,1,224000,93.85,2386.7874
15867737,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/1,2/1/2022,زراعي,شقة,1,255000,117.35,2172.9867
16073010,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/3,2/1/2022,زراعي,شقة,1,320000,100.55,3182.4962
16058005,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/1,2/1/2022,زراعي,شقة,1,212000,95.41,2221.9893
16075307,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/2,2/1/2022,زراعي,شقة,1,212000,96.76,2190.988
16074305,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/أ,2/1/2022,زراعي,شقة,1,165000,80.38,2052.7494
16078230,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,651/ت/1414,8972,2/1/2022,زراعي,شقة,1,1000000,395.43,2528.8925
16081586,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,26/110/ت,1/أ,2/1/2022,زراعي,شقة,1,604000,244.64,2468.9339
16081784,منطقة المدينة المنورة,المدينة المنورة,الرانوناء,716/ت/1416,1/أ,2/1/2022,زراعي,شقة,1,600000,183.53,3269.2202
16081432,منطقة المدينة المنورة,المدينة المنورة,الرانوناء بمنطقة الهجرة,م/م/669/1425,2/1,2/1/2022,زراعي,شقة,1,775000,239.27,3239.0186
16076556,منطقة المدينة المنورة,المدينة المنورة,المنح بالحره الشرقيه,8/ف/1409,2/أ,2/1/2022,زراعي,شقة,1,480000,154.21,3112.6386
16075800,منطقة القصيم,الرس,أخرى,أخرى,بدون,2/1/2022,سكني,شقة,1,15000,85.23,175.9943
16081379,منطقة القصيم,بريده,حي/أخرى,أخرى,117,2/1/2022,زراعي,أرض زراعية,1,3814476,6357.46,600.0
16080089,منطقة القصيم,بريده,النهضة,299/2/ق,2,2/1/2022,سكني,شقة,1,616988,268.87,2294.7446
16074492,منطقة القصيم,بريده,حي/أخرى,أخرى,76,2/1/2022,زراعي,أرض زراعية,1,4776240,19901.67,239.9919
16079136,المنطقة الشرقية,الاحساء,أخرى,أخرى,بدون,2/1/2022,زراعي,أرض زراعية,1,150000,1008.0,148.8095
16081612,المنطقة الشرقية,الاحساء,الخالدية,4/163,2/أ,2/1/2022,زراعي,شقة,1,500000,144.06,3470.776
16071670,المنطقة الشرقية,الاحساء,حي/أخرى,أخرى,بدون,2/1/2022,سكني,أرض زراعية,1,2080000,11862.48,175.3427
16078625,المنطقة الشرقية,الاحساء,حي/أخرى,2,27,2/1/2022,زراعي,أرض زراعية,1,1600000,10034.8,159.4451
15857282,المنطقة الشرقية,الاحساء,الفضول,أخرى,بدون,2/1/2022,زراعي,أرض زراعية,1,650000,2653.76,244.9354
16068797,المنطقة الشرقية,الاحساء,النخيل,4/1077,2/أ,2/1/2022,زراعي,شقة,1,500000,161.72,3091.7635
16076076,المنطقة الشرقية,الدمام,احد,665/1,2,2/1/2022,سكني,شقة,1,690965,165.02,4187.1591
16074523,المنطقة الشرقية,الدمام,العدامة,2414,2/2,2/1/2022,زراعي,شقة,1,145000,89.21,1625.3783
16073971,المنطقة الشرقية,الدمام,النور,1258/ش د,1/1,2/1/2022,زراعي,شقة,1,520000,174.93,2972.6176
16074258,المنطقة الشرقية,الدمام,النور,755/1,4,2/1/2022,سكني,شقة,1,280000,149.83,1868.7846
16076913,منطقة عسير,خميس مشيط,حي/أخرى,736/1425/ع/2,2/أ,2/1/2022,زراعي,شقة,1,480000,206.6,2323.3301
16073783,منطقة حائل,حائل,حي/أخرى,812,1,2/1/2022,زراعي,أرض زراعية,1,150000,120000.0,1.25
16065546,منطقة حائل,حائل,الودى,أخرى,بدون,2/1/2022,زراعي,أرض زراعية,1,2460021,41000.35,60.0
16076895,منطقة حائل,حائل,الودى,أخرى,بدون,2/1/2022,زراعي,أرض زراعية,1,24000,400.0,60.0
16073055,منطقة جازان,جيزان,الخالدية,أخرى,بدون,2/1/2022,زراعي,أرض زراعية,1,1400000,6154.46,227.4773
16078378,منطقة جازان,جيزان,حي/أخرى,أخرى,بدون,2/1/2022,زراعي,أرض زراعية,1,200000,8369.969,23.8949
16064803,منطقة نجران,نجران,حي/أخرى,أخرى,97,2/1/2022,زراعي,أرض زراعية,1,300000,50000.0,6.0
16007293,منطقة الجوف,طبرجل,حي/أخرى,1271,2,2/1/2022,زراعي,أرض زراعية,1,50000,61500.0,0.813
16088715,منطقة الرياض,الافلاج,حي/أخرى,6119,2/1,2/2/2022,زراعي,أرض زراعية,1,50000,50000.0,1.0
16088235,منطقة الرياض,الافلاج,حي/أخرى,6119,3/1,2/2/2022,زراعي,أرض زراعية,1,50000,50000.0,1.0
16089836,منطقة الرياض,الخرج,أخرى,أخرى,109,2/2/2022,زراعي,أرض زراعية,1,100000,60000.0,1.6666
15977137,منطقة الرياض,الخرج,البره,أخرى,بدون,2/2/2022,زراعي,أرض زراعية,1,100000,49625.56,2.015
15977323,منطقة الرياض,الخرج,البره,أخرى,بدون,2/2/2022,زراعي,أرض زراعية,1,100000,79083.87,1.2644
16090072,منطقة الرياض,الخرج,الهياثم,أخرى,273,2/2/2022,زراعي,أرض زراعية,1,300000,5000.0,60.0
16085683,منطقة الرياض,الخرج,الورود,1209,3,2/2/2022,سكني,شقة,1,575000,160.62,3579.8779
16093232,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 2,737,2/2/2022,زراعي,أرض زراعية,1,2250000,3000.0,750.0
16088645,منطقة الرياض,الدرعيه,العمارية,من أصل القطعة رقم 61,353,2/2/2022,زراعي,أرض زراعية,1,500000,3000.0,166.6666
16093033,منطقة الرياض,الدرعيه,العمارية,من القطعة رقم 134,372,2/2/2022,زراعي,أرض زراعية,1,1100000,10000.0,110.0
16092381,منطقة الرياض,الدلم,حي/أخرى,بدون والمسمى الاستراحات,1223,2/2/2022,زراعي,أرض زراعية,1,350000,5000.0,70.0
16087278,منطقة الرياض,الرياض,الدار البيضاء,2705/أ,140/5,2/2/2022,تجاري,شقة,1,148000,146.7,1008.8616
16084273,منطقة الرياض,الرياض,الدريهمية,3271,9/6,2/2/2022,سكني,شقة,1,363000,156.3,2322.4568
16089706,منطقة الرياض,الرياض,الرمال,3319,4328,2/2/2022,زراعي,شقة,1,1215000,276.55,4393.4189
16091010,منطقة الرياض,الرياض,الرمال,3319,7407,2/2/2022,زراعي,شقة,1,1061046,267.08,3972.7647
16087848,منطقة الرياض,الرياض,الرمال,3319,7456,2/2/2022,زراعي,شقة,1,1562888,405.47,3854.5095
16091654,منطقة الرياض,الرياض,الرمال,3319,7475,2/2/2022,زراعي,شقة,1,955000,267.08,3575.7076
16091846,منطقة الرياض,الرياض,الرمال,3319,7479,2/2/2022,زراعي,شقة,1,955000,267.08,3575.7076
16086487,منطقة الرياض,الرياض,الروابى,1679/أ,12/5,2/2/2022,تجاري,شقة,1,400000,136.017,2940.8088
16091373,منطقة الرياض,الرياض,القادسية,2670/ب,5/أ,2/2/2022,زراعي,شقة,1,200000,45.2,4424.7787
16087301,منطقة الرياض,الرياض,القادسية,3014,1/2,2/2/2022,زراعي,شقة,1,689000,165.68,4158.619
16084053,منطقة الرياض,الرياض,القيروان,3858,1/1,2/2/2022,زراعي,شقة,1,552183,140.78,3922.3114
16084928,منطقة الرياض,الرياض,القيروان,3858,1/2,2/2/2022,زراعي,شقة,1,606512,136.78,4434.2155
16084004,منطقة الرياض,الرياض,القيروان,3858,1/أ,2/2/2022,زراعي,شقة,1,473159,124.55,3798.9482
16085968,منطقة الرياض,الرياض,القيروان,3858,2/2,2/2/2022,زراعي,شقة,1,641085,143.1,4479.979
16090552,منطقة الرياض,الرياض,القيروان,3858,4/1,2/2/2022,زراعي,شقة,1,581817,150.96,3854.1136
16088350,منطقة الرياض,الرياض,المروة,2003/و/أ,1/أ,2/2/2022,زراعي,شقة,1,1200000,496.76,2415.6534
16088433,منطقة الرياض,الرياض,المروة,2003/و/أ,2/أ,2/2/2022,زراعي,شقة,1,1200000,496.76,2415.6534
16088890,منطقة الرياض,الرياض,المونسية,2237,8/3,2/2/2022,سكني,شقة,1,855000,184.68,4629.6296
16090246,منطقة الرياض,الرياض,المونسية,2237,8/3,2/2/2022,سكني,شقة,1,600000,184.68,3248.8628
16093132,منطقة الرياض,الرياض,الياسمين,3229,113/26,2/2/2022,سكني,شقة,1,520000,106.88,4865.2694
16085027,منطقة الرياض,الرياض,اليرموك,1822/و,324/326/6,2/2/2022,سكني,شقة,1,550000,121.2,4537.9537
16089805,منطقة الرياض,الرياض,بدر,3264,1/21,2/2/2022,سكني,شقة,1,550000,205.86,2671.7186
16089211,منطقة الرياض,الرياض,دعكنة,2705/أ,53/8,2/2/2022,تجاري,شقة,1,226797,138.89,1632.9253
16086604,منطقة الرياض,الرياض,شبرا,802,1/1,2/2/2022,زراعي,شقة,1,724000,147.38,4912.4711
16084929,منطقة الرياض,الرياض,طويق,2509,1/1,2/2/2022,زراعي,شقة,1,642000,199.51,3217.8838
16084943,منطقة الرياض,الرياض,طويق,2509,1/أ,2/2/2022,زراعي,شقة,1,553000,153.78,3596.0462
16090854,منطقة الرياض,الرياض,قرطبة,2405,3/2,2/2/2022,زراعي,شقة,1,659000,155.27,4244.2197
16090207,منطقة الرياض,الرياض,لبن,2351,127/7,2/2/2022,سكني,شقة,1,400000,130.82,3057.6364
16088741,منطقة الرياض,الرياض,لبن,2351,34/2,2/2/2022,سكني,شقة,1,440000,173.42,2537.1929
16085860,منطقة الرياض,الرياض,لبن,2351,4/2,2/2/2022,زراعي,شقة,1,320000,100.92,3170.8283
16090746,منطقة الرياض,الرياض,لبن,2351,6/33,2/2/2022,تجاري,شقة,1,402735,182.92,2201.7001
16093051,منطقة الرياض,الرياض,لبن,2351/و,3299/8,2/2/2022,سكني,شقة,1,432860,188.924,2291.1858
16091057,منطقة الرياض,الرياض,نمار,2516,5531/5,2/2/2022,سكني,شقة,1,324000,187.24,1730.3994
16086489,منطقة الرياض,الزلفي,أخرى,أخرى,1,2/2/2022,زراعي,أرض زراعية,1,390000,9701.55,40.1997
16086404,منطقة الرياض,المزاحميه,أخرى,أخرى,10,2/2/2022,زراعي,أرض زراعية,1,240000,12000.0,20.0
16092652,منطقة الرياض,المزاحميه,أخرى,أخرى,228,2/2/2022,زراعي,أرض زراعية,1,350000,10000.0,35.0
16088528,منطقة الرياض,المزاحميه,أخرى,أخرى,334,2/2/2022,زراعي,أرض زراعية,1,725000,2000.0,362.5
16087758,منطقة الرياض,المزاحميه,أخرى,أخرى,68,2/2/2022,زراعي,أرض زراعية,1,200000,10428.0,19.1791
16093582,منطقة الرياض,المزاحميه,أخرى,أخرى,8,2/2/2022,زراعي,أرض زراعية,1,140000,10000.0,14.0
16093030,منطقة الرياض,المزاحميه,الجله,427,36,2/2/2022,زراعي,أرض زراعية,1,135000,10000.0,13.5
16093262,منطقة الرياض,المزاحميه,الجله,448,87,2/2/2022,زراعي,أرض زراعية,1,100000,10000.0,10.0
16088716,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,336,2/2/2022,زراعي,أرض زراعية,1,725000,2000.0,362.5
16089903,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,3,2/2/2022,زراعي,أرض زراعية,1,100000,2000.0,50.0
16093028,منطقة الرياض,المزاحميه,الشعلة/ 2,أخرى,أ ل ج ز ء/671,2/2/2022,تجاري,أرض زراعية,1,420000,1981.262,211.986
16092551,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,202,2/2/2022,زراعي,أرض زراعية,1,350000,2000.0,175.0
16092484,منطقة الرياض,المزاحميه,حي/أخرى,أخرى,203,2/2/2022,زراعي,أرض زراعية,1,350000,2000.0,175.0
16090908,منطقة الرياض,المزاحميه,جو,أخرى,38,2/2/2022,زراعي,أرض زراعية,1,500000,2000.0,250.0
16087273,منطقة الرياض,ثادق,أخرى,أخرى,1,2/2/2022,زراعي,أرض زراعية,1,50000,50000.0,1.0
16087611,منطقة الرياض,حريملاء,ملهم,1959,بدون,2/2/2022,زراعي,أرض زراعية,1,2000000,42000.0,47.619
16088455,منطقة الرياض,حوطة سدير,أخرى,أخرى,5,2/2/2022,زراعي,أرض زراعية,1,1050000,56700.0,18.5185
16086424,منطقة الرياض,شقراء,حي/أخرى,أخرى,335,2/2/2022,زراعي,أرض زراعية,1,177000,52500.0,3.3714
16091556,منطقة الرياض,ضرماء,حي/أخرى,أخرى,93,2/2/2022,زراعي,أرض زراعية,1,70000,3000.0,23.3333
16090515,منطقة الرياض,ضرماء,حي/أخرى,أخرى,36,2/2/2022,زراعي,أرض زراعية,1,700000,10000.0,70.0
16078359,منطقة الرياض,وادي الدواسر,حي/أخرى,أخرى,بدون,2/2/2022,سكني,شقة,1,40000,904.5,44.2233
16078377,منطقة الرياض,وادي الدواسر,حي/أخرى,أخرى,بدون,2/2/2022,سكني,شقة,1,40000,723.0,55.325
16079880,منطقة مكة المكرمة,جده,الأمير عبد المجيد,258/ج/س,11,2/2/2022,سكني,شقة,1,370000,141.31,2618.3568
16093185,منطقة مكة المكرمة,جده,العزيزية,منح/5,1/أ,2/2/2022,زراعي,شقة,1,200000,226.23,884.056
16093156,منطقة مكة المكرمة,جده,العزيزية,منح/5,2/أ,2/2/2022,زراعي,شقة,1,200000,226.23,884.056
16089453,منطقة مكة المكرمة,جده,الفروسية,4/ج/س,8478,2/2/2022,زراعي,شقة,1,1075000,290.0,3706.8965
16089268,منطقة مكة المكرمة,جده,المروة,337/ج/س,1,2/2/2022,سكني,شقة,1,350000,127.78,2739.0827
16081966,منطقة مكة المكرمة,جده,المروة,337/ج/س,17,2/2/2022,سكني,شقة,1,500000,100.46,4977.1053
16084337,منطقة مكة المكرمة,جده,المروة,426/ب/المعدل,3,2/2/2022,سكني,شقة,1,400000,204.42,1956.7556
16092489,منطقة مكة المكرمة,جده,النخيل,378/ج/س,3/40,2/2/2022,سكني,شقة,1,460000,115.96,3966.8851
16092333,منطقة مكة المكرمة,جده,الواحة,588/ج/س,2/1,2/2/2022,زراعي,شقة,1,556780,126.44,4403.5115
16092356,منطقة مكة المكرمة,جده,الواحة,588/ج/س,3/3,2/2/2022,زراعي,شقة,1,549100,132.8,4134.7891
16092410,منطقة مكة المكرمة,جده,الواحة,588/ج/س,3/أ,2/2/2022,زراعي,شقة,1,530000,126.44,4191.7114
16091917,منطقة مكة المكرمة,جده,بنى مالك,426/ج/س,13,2/2/2022,سكني,شقة,1,420000,102.11,4113.2112
16091238,منطقة مكة المكرمة,جده,بنى مالك,426/ج/س,2,2/2/2022,سكني,شقة,1,699880,168.08,4163.9695
16091496,منطقة مكة المكرمة,جده,مريخ,433/ج/س,1/2,2/2/2022,زراعي,شقة,1,640000,215.87,2964.7473
16091890,منطقة مكة المكرمة,جده,مريخ,433/ج/س,2/3,2/2/2022,زراعي,شقة,1,690000,199.87,3452.2439
16093113,منطقة مكة المكرمة,جده,مريخ,433/ج/س,4,2/2/2022,سكني,شقة,1,290000,103.73,2795.7196
16093135,منطقة مكة المكرمة,جده,مريخ,433/ج/س,9,2/2/2022,سكني,شقة,1,220000,103.92,2117.013
16093143,منطقة مكة المكرمة,مكة المكرمة,الشوقية,1/7/64/أ,4,2/2/2022,سكني,شقة,1,815000,257.9,3160.1395
16092908,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/21/39/أ,10,2/2/2022,سكني,شقة,1,200000,132.6,1508.2956
16092855,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/21/39/أ,9,2/2/2022,سكني,شقة,1,300000,168.7,1778.3046
16092633,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,ك ك 1/26/29,2/أ,2/2/2022,زراعي,شقة,1,605000,204.88,2952.948
16090803,منطقة مكة المكرمة,مكة المكرمة,بطحاءقريش,1/7/79/1,2/3,2/2/2022,زراعي,شقة,1,515500,156.95,3284.4855
16087712,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/32/1/4,8169,2/2/2022,زراعي,شقة,1,1000000,405.92,2463.5396
16092729,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/32/13,1/3,2/2/2022,زراعي,شقة,1,680000,174.9,3887.9359
16091550,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/32/1/6,8664,2/2/2022,زراعي,شقة,1,1150000,407.2,2824.165
16086576,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/2,2/2/2022,زراعي,شقة,1,270000,120.93,2232.6966
16048292,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/3,2/2/2022,زراعي,شقة,1,425000,123.55,3439.9028
16088944,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/1,2/2/2022,زراعي,شقة,1,200000,96.76,2066.9698
