ref_num,area,city,district,Mukatat,piece_num,property_classification,property_type,number_of_properties,price,space,Price_per_square_meter
19360262.0,منطقة مكة المكرمة,جده,البيان,611/ج/س,892,سكني,أرض,1.0,350000.0,934.66,374.47
19361810.0,منطقة مكة المكرمة,جده,الحمدانية,326/ب,38,سكني,أرض,1.0,743059.0,625.0,1188.89
19345569.0,منطقة مكة المكرمة,جده,الخليج,29/ج/س,3649,سكني,أرض,1.0,940000.0,900.0,1044.44
19355903.0,منطقة مكة المكرمة,جده,الخليج,29/ج/س/المكمل/ب,215,سكني,أرض,1.0,700000.0,900.0,777.78
19366529.0,منطقة مكة المكرمة,جده,الرحمانية,290/ب,180/ب,سكني,أرض,1.0,1000000.0,600.0,1666.67
19365857.0,منطقة مكة المكرمة,جده,الرحمانية,290/ب,983/ج,سكني,أرض,1.0,1900000.0,900.0,2111.11
19365904.0,منطقة مكة المكرمة,جده,الرحمانية,290/ب,986/ج,سكني,أرض,1.0,1900000.0,887.5,2140.85
19364075.0,منطقة مكة المكرمة,جده,الرياض,414/ج/س,731/أ,تجاري,أرض,1.0,1316351.0,450.0,2925.22
19365351.0,منطقة مكة المكرمة,جده,الريان,260/ب,1/2,زراعي,شقة,1.0,369000.0,181.96,2027.92
19364544.0,منطقة مكة المكرمة,جده,الريان,260/ب,2/2,زراعي,شقة,1.0,199000.0,89.31,2228.19
19364773.0,منطقة مكة المكرمة,جده,الريان,377/ج/س,3/3,زراعي,شقة,1.0,184000.0,82.75,2223.56
19369077.0,منطقة مكة المكرمة,جده,السلامة,172/ب,1,سكني,شقة,1.0,500000.0,149.95,3334.44
19365638.0,منطقة مكة المكرمة,جده,الشراع,3/505/ت,20/ب,سكني,أرض,1.0,1000000.0,500.0,2000.0
19357362.0,منطقة مكة المكرمة,جده,الصالحية,269/ب,385/أ,تجاري,أرض,1.0,1500000.0,660.0,2272.73
19363239.0,منطقة مكة المكرمة,جده,الصفوة,541/ج/س,1638/1/ب,سكني,أرض,1.0,550000.0,600.0,916.67
19351815.0,منطقة مكة المكرمة,جده,الصوارى,292/ب,230/أ,سكني,أرض,1.0,500000.0,363.0,1377.41
19361447.0,منطقة مكة المكرمة,جده,حي/أخرى,244/ج/س,1848/2/و,تجاري,أرض,1.0,500000.0,620.0,806.45
19357080.0,منطقة مكة المكرمة,جده,الفرقان,244/ج/س,2080/1/2ف,تجاري,أرض,1.0,280000.0,450.0,622.22
19361979.0,منطقة مكة المكرمة,جده,الفنار,99/ج/س/المعدل,690/ب,سكني,أرض,1.0,1420000.0,900.0,1577.78
19368553.0,منطقة مكة المكرمة,جده,القرينية,101/ب/1400,485/3/أ,سكني,أرض,1.0,1100000.0,400.0,2750.0
19362569.0,منطقة مكة المكرمة,جده,المروج,3/ج/س,741,سكني,أرض,1.0,780000.0,750.0,1040.0
19348385.0,منطقة مكة المكرمة,جده,المنار,384/ج/س,4,سكني,شقة,1.0,230000.0,118.0,1949.15
19368526.0,منطقة مكة المكرمة,جده,المنار,435/ج/س/المعدل,15,سكني,شقة,1.0,240000.0,93.9,2555.91
19360988.0,منطقة مكة المكرمة,جده,النخيل,64/ب,37,سكني,أرض,1.0,826683.0,600.0,1377.81
19357288.0,منطقة مكة المكرمة,جده,الندى,600/ج/س,1829,سكني,أرض,1.0,410000.0,925.0,443.24
19360630.0,منطقة مكة المكرمة,جده,النزهة,3/534/ع,12,سكني,شقة,1.0,300000.0,99.0,3030.3
19365433.0,منطقة مكة المكرمة,جده,الهجرة شرق طريق المدينة,412/ج/س,4014/ج,سكني,أرض,1.0,350000.0,895.5,390.84
19357410.0,منطقة مكة المكرمة,جده,الهجرة شرق طريق المدينة,412/ج/س,7772/هـ,سكني,أرض,1.0,260000.0,620.0,419.35
19368721.0,منطقة مكة المكرمة,جده,الواحة,588/ج/س,2/2,زراعي,شقة,1.0,315000.0,135.26,2328.85
19368415.0,منطقة مكة المكرمة,جده,الياقوت,167/ب,578,سكني,أرض,1.0,1300000.0,625.0,2080.0
19366651.0,منطقة مكة المكرمة,جده,حي/أخرى,363/ج/س,9,سكني,أرض,1.0,1000000.0,621.02,1610.25
19361030.0,منطقة مكة المكرمة,جده,بنى مالك,426/ج/س,7,سكني,شقة,1.0,400000.0,111.55,3585.84
19358817.0,منطقة مكة المكرمة,جده,جوهرة العروس,244/ج/س,635/1/أ,تجاري,أرض,1.0,1700000.0,900.0,1888.89
19368498.0,منطقة مكة المكرمة,جده,جوهرة العروس,244/ج/س,86/2/ن,سكني,أرض,1.0,380000.0,620.0,612.9
19361229.0,منطقة مكة المكرمة,جده,طيبة,318/ب,251,سكني,أرض,1.0,870000.0,600.0,1450.0
19364910.0,منطقة مكة المكرمة,جده,حي/أخرى,13/ت,236/د,تجاري,أرض,1.0,200000.0,480.0,416.67
19364335.0,منطقة مكة المكرمة,جده,مريخ,433/ج/س,1/1,زراعي,شقة,1.0,183000.0,91.03,2010.33
19365239.0,منطقة مكة المكرمة,جده,مريخ,433/ج/س,1/2,زراعي,شقة,1.0,190000.0,88.51,2146.65
19365503.0,منطقة مكة المكرمة,جده,مريخ,433/ج/س,2/3,زراعي,شقة,1.0,189000.0,91.22,2071.91
19365416.0,منطقة مكة المكرمة,جده,مريخ,433/ج/س,3/3,زراعي,شقة,1.0,189000.0,91.22,2071.91
19365493.0,منطقة مكة المكرمة,جده,مريخ,433/ج/س,3/3,زراعي,شقة,1.0,189000.0,91.22,2071.91
19365085.0,منطقة مكة المكرمة,رابغ,حي/أخرى,ر/6/31/س,149,تجاري,أرض,1.0,760000.0,450.0,1688.89
19360005.0,منطقة مكة المكرمة,رابغ,حي/أخرى,أخرى,1068,سكني,أرض,1.0,140000.0,500.0,280.0
19365847.0,منطقة مكة المكرمة,رابغ,النعيم,ر/19/27,3127,تجاري,أرض,1.0,450000.0,676.35,665.34
19365672.0,منطقة مكة المكرمة,رابغ,النعيم,ر/19/27,3129,تجاري,أرض,1.0,400000.0,684.3,584.54
19360941.0,منطقة مكة المكرمة,رنيه,الوزران,10,196ج/1,سكني,أرض,1.0,10000.0,241.5,41.41
19365162.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/26/2010,1/أ,زراعي,شقة,1.0,534850.0,147.9,3616.29
19366566.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/7/64/ب,1/3,زراعي,شقة,1.0,1000000.0,303.68,3292.94
19366562.0,منطقة مكة المكرمة,مكة المكرمة,الراشدية رقم 2,1/20/1960,1037,سكني,أرض,1.0,350000.0,400.0,875.0
19365559.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/32/1,3262,سكني,أرض,1.0,707000.0,575.89,1227.67
19363932.0,منطقة مكة المكرمة,مكة المكرمة,المعيصم,1/20/17/أ,1/2,زراعي,شقة,1.0,700000.0,194.03,3607.69
19366703.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/29/2012,1564,سكني,أرض,1.0,1230000.0,894.0,1375.84
19368474.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,3/1642,1,سكني,أرض,1.0,200000.0,351.0,569.8
19368509.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,3/1642,3,سكني,أرض,1.0,300000.0,532.67,563.2
19365983.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/19/2022,1/2,زراعي,شقة,1.0,600000.0,211.13,2841.85
19361261.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/19/12/أ,83,سكني,أرض,1.0,1900000.0,896.77,2118.73
19366530.0,منطقة مكة المكرمة,مكة المكرمة,مخطط ولى العهد 9 جزء ب,1/7/119/ب,3712,سكني,أرض,1.0,200000.0,600.0,333.33
19365096.0,منطقة مكة المكرمة,مكة المكرمة,مخطط ولى العهد 9 جزء ب,1/7/119/ب,4547,سكني,أرض,1.0,100000.0,600.0,166.67
19360592.0,منطقة مكة المكرمة,مكة المكرمة,مخطط ولى العهد رقم 9 جزء أ,1/7/119/أ,893,سكني,أرض,1.0,300000.0,600.0,500.0
19361790.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/1,زراعي,شقة,1.0,270000.0,120.93,2232.7
19359203.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/5,زراعي,شقة,1.0,165000.0,80.97,2037.79
19361583.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/أ,زراعي,شقة,1.0,132000.0,73.57,1794.21
19362085.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/أ,زراعي,شقة,1.0,224000.0,93.86,2386.53
19362760.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/5,زراعي,شقة,1.0,270000.0,117.35,2300.81
19360632.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/1,زراعي,شقة,1.0,212000.0,95.41,2221.99
19362889.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,4/5,زراعي,شقة,1.0,285000.0,120.42,2366.72
19368841.0,منطقة مكة المكرمة,مكة المكرمة,ولى العهد رقم 1,1/7/104,1411,سكني,أرض,1.0,1690000.0,900.0,1877.78
19366661.0,منطقة مكة المكرمة,مكة المكرمة,ولى العهد رقم 1,1/7/104,2131,سكني,أرض,1.0,1200000.0,900.0,1333.33
19341413.0,منطقة مكة المكرمة,مكة المكرمة,ولى العهد رقم 2,1/7/105,2605,تجاري,أرض,1.0,1000000.0,621.35,1609.4
19365776.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/7/107/أ,846/1,سكني,أرض,1.0,1500000.0,432.0,3472.22
19357198.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,606/ت/1413هـ,22,سكني,أرض,1.0,1513200.0,1163.94,1300.07
19359571.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,م/م/1034/1434,17,سكني,أرض,1.0,940956.0,784.13,1200.0
19368585.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,1/ف/1411,54/1,سكني,أرض,1.0,260000.0,400.65,648.95
19363328.0,منطقة المدينة المنورة,المدينة المنورة,ابيار الماشى,976/ت/1423,851,سكني,أرض,1.0,285000.0,828.46,344.01
19360813.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,846/ت/1419,6,سكني,أرض,1.0,1200000.0,630.0,1904.76
19368806.0,منطقة المدينة المنورة,المدينة المنورة,الصهوه شمال شرق المدينة المنورة منطقة العوينة,4350025/س,1831,سكني,أرض,1.0,500000.0,500.0,1000.0
19368995.0,منطقة المدينة المنورة,المدينة المنورة,العاقول,4310480/س,1010,سكني,أرض,1.0,75000.0,500.0,150.0
19360631.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,829/ت/1419,1/1,زراعي,شقة,1.0,400000.0,182.78,2188.42
19360441.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,829/ت/1419,1/2,زراعي,شقة,1.0,400000.0,135.96,2942.04
19360512.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,829/ت/1419,2/1,زراعي,شقة,1.0,400000.0,135.96,2942.04
19360356.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,829/ت/1419,2/2,زراعي,شقة,1.0,400000.0,136.16,2937.72
19360576.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,829/ت/1419,2/أ,زراعي,شقة,1.0,400000.0,247.69,1614.92
19360283.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,829/ت/1419,3/1,زراعي,شقة,1.0,400000.0,136.16,2937.72
19362734.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,26/397/ع,95,سكني,أرض,1.0,950000.0,400.0,2375.0
19359767.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,13/ف/1410,158,تجاري,أرض,1.0,475000.0,518.6,915.93
19368546.0,منطقة المدينة المنورة,المدينة المنورة,شوران فى منطقة الهجرة مخطط حمد عبدالله المحيسن,م/م/1052/1432,22,سكني,أرض,1.0,971429.0,490.0,1982.51
19360284.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,634/ت/1413,1122,سكني,أرض,1.0,650000.0,800.0,812.5
19359599.0,منطقة المدينة المنورة,المدينة المنورة,ضاحية ابيار الماشى,976/ت/1423,3042,سكني,أرض,1.0,178000.0,523.27,340.17
19366692.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,بشر بن عبيد الله الاسدى بعرض 14 متر,10,سكني,أرض,1.0,1095000.0,500.0,2190.0
19366690.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,بشر بن عبيد الله الاسدى بعرض 14 متر,12,سكني,أرض,1.0,1095000.0,500.0,2190.0
19366707.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,بشر بن عبيد الله الاسدى بعرض 14 متر,14,سكني,أرض,1.0,1095000.0,500.0,2190.0
19357286.0,منطقة المدينة المنورة,المدينة المنورة,مذينب منطقة ميطان,م/م/1049,7/1/5,سكني,أرض,1.0,550000.0,275.0,2000.0
19361346.0,منطقة المدينة المنورة,المدينة المنورة,مذينب منطقة ميطان,م/م/1049/1437,15,سكني,أرض,1.0,1320000.0,660.0,2000.0
19361457.0,منطقة المدينة المنورة,المدينة المنورة,مذينب منطقة ميطان,م/م/1049/1437,17,سكني,أرض,1.0,1316420.0,658.21,2000.0
19362627.0,منطقة المدينة المنورة,المدينة المنورة,مذينب منطقة ميطان,م/م/1049/1437,9,سكني,أرض,1.0,1232000.0,616.0,2000.0
19368894.0,منطقة المدينة المنورة,المدينة المنورة,وادى البطان شرق المدينة منطقة تيم,4340519/س,1109,سكني,أرض,1.0,100000.0,500.0,200.0
19368720.0,منطقة المدينة المنورة,المدينة المنورة,وادى البطان شرق المدينة منطقة تيم,4340519/س,1692,سكني,أرض,1.0,200000.0,550.0,363.64
19360884.0,منطقة المدينة المنورة,المدينة المنورة,وادى البطان شرق المدينة منطقة تيم,4340519/س,1932,سكني,أرض,1.0,95000.0,500.0,190.0
19369104.0,منطقة المدينة المنورة,المدينة المنورة,وادى البطان شرق المدينة منطقة تيم,4340519/س,2514,سكني,أرض,1.0,70000.0,550.0,127.27
19369053.0,منطقة المدينة المنورة,المدينة المنورة,وادى البطان شرق المدينة منطقة تيم,4340519/س,3009,سكني,أرض,1.0,710000.0,500.0,1420.0
19362835.0,منطقة المدينة المنورة,المدينة المنورة,وادى البطان شرق المدينة منطقة تيم,4340519/س,3217,سكني,أرض,1.0,150000.0,500.0,300.0
19360362.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,3/ف/1406,1312,سكني,أرض,1.0,100000.0,500.0,200.0
19356361.0,منطقة المدينة المنورة,وادي الفرع,16/ ق/ م/ 1411,أخرى,1104,سكني,أرض,1.0,40000.0,625.0,64.0
19344100.0,منطقة المدينة المنورة,وادي الفرع,16/ ق/ م/ 1411,أخرى,1349,سكني,أرض,1.0,65000.0,625.0,104.0
19354949.0,منطقة المدينة المنورة,وادي الفرع,16/ ق/ م/ 1411,أخرى,507,سكني,أرض,1.0,65000.0,612.5,106.12
19356428.0,منطقة المدينة المنورة,وادي الفرع,16/ ق/ م/ 1411,أخرى,738,سكني,أرض,1.0,40000.0,525.0,76.19
19344151.0,منطقة المدينة المنورة,وادي الفرع,719/ ت/ 1416,أخرى,1833,سكني,أرض,1.0,80000.0,890.1,89.88
19344167.0,منطقة المدينة المنورة,وادي الفرع,719/ ت/ 1416,أخرى,2408,سكني,أرض,1.0,80000.0,945.6,84.6
19361640.0,منطقة المدينة المنورة,وادي الفرع,919/ و/ 1422,أخرى,1664,سكني,أرض,1.0,49000.0,880.0,55.68
19356435.0,منطقة المدينة المنورة,وادي الفرع,919/ و/ 1422,أخرى,2808,سكني,أرض,1.0,40000.0,920.0,43.48
19357121.0,منطقة القصيم,البدائع,البساتين,244/ق,564/ع/أ,سكني,أرض,1.0,40000.0,315.0,126.98
19361051.0,منطقة القصيم,البدائع,حي/أخرى,أخرى,34,زراعي,أرض زراعية,1.0,900000.0,15029.0,59.88
19362910.0,منطقة القصيم,البكيريه,حي/أخرى,أخرى,86/و,سكني,أرض,1.0,40000.0,437.72,91.38
19362630.0,منطقة القصيم,البكيريه,حي/أخرى,أخرى,86/ى,سكني,أرض,1.0,40000.0,450.97,88.7
19357295.0,منطقة القصيم,البكيريه,حي/أخرى,أخرى,65/ب,سكني,أرض,1.0,27000.0,437.5,61.71
19361958.0,منطقة القصيم,البكيريه,حي/أخرى,125/ق,11,تجاري,أرض,1.0,50000.0,960.0,52.08
19286869.0,منطقة القصيم,البكيريه,القدس,20/ق,175,سكني,أرض,1.0,650000.0,510.0,1274.51
19364004.0,منطقة القصيم,البكيريه,شمال غرب,230/ق,402,سكني,أرض,1.0,135000.0,630.0,214.29
19364478.0,منطقة القصيم,البكيريه,شمال غرب,230/ق,403,سكني,أرض,1.0,145000.0,630.0,230.16
19366507.0,منطقة القصيم,الرس,حي/أخرى,أخرى,389,سكني,أرض,1.0,10000.0,500.0,20.0
19356591.0,منطقة القصيم,الرس,حي/أخرى,أخرى,12,سكني,أرض,1.0,30000.0,440.0,68.18
19364267.0,منطقة القصيم,الرس,حي/أخرى,أخرى,463,سكني,أرض,1.0,17000.0,464.0,36.64
19357669.0,منطقة القصيم,المذنب,حي/أخرى,أخرى,201,سكني,أرض,1.0,58000.0,916.9,63.26
19329490.0,منطقة القصيم,المذنب,حي/أخرى,أخرى,203/1,سكني,أرض,1.0,50000.0,600.0,83.33
19357192.0,منطقة القصيم,المذنب,الريان,539/ق,10074,سكني,أرض,1.0,50000.0,975.0,51.28
19368464.0,منطقة القصيم,المذنب,ق/ م/ 385,أخرى,23,سكني,أرض,1.0,50000.0,575.0,86.96
19368536.0,منطقة القصيم,المذنب,ق/ م/ 385,أخرى,26,سكني,أرض,1.0,50000.0,575.0,86.96
19368554.0,منطقة القصيم,المذنب,ق/ م/ 385,أخرى,35,سكني,أرض,1.0,40000.0,335.95,119.07
19364744.0,منطقة القصيم,بريده,حي/أخرى,أخرى,161,سكني,أرض,1.0,30000.0,630.0,47.62
19366028.0,منطقة القصيم,بريده,3057/ ق,أخرى,528,سكني,أرض,1.0,20000.0,841.5,23.77
19356970.0,منطقة القصيم,بريده,3057/ ق,أخرى,837,سكني,أرض,1.0,10000.0,594.0,16.84
19360754.0,منطقة القصيم,بريده,البساتين,1085/2/ق,141/أ,سكني,أرض,1.0,150000.0,420.0,357.14
19360041.0,منطقة القصيم,بريده,البساتين,1085/2/ق,141/ب,سكني,أرض,1.0,500000.0,420.0,1190.48
19363857.0,منطقة القصيم,بريده,البصر,ق/ص/215,13,سكني,أرض,1.0,30000.0,271.3,110.58
19361846.0,منطقة القصيم,بريده,الحمر,002522/0401/0400,56/2/2,سكني,أرض,1.0,150000.0,375.0,400.0
19362289.0,منطقة القصيم,بريده,الحمر الجنوبى,ق/ب/5711,20,سكني,أرض,1.0,424900.0,607.0,700.0
19362098.0,منطقة القصيم,بريده,الحمر الجنوبى,ق/ب/5711,22,سكني,أرض,1.0,309081.0,475.51,650.0
19363791.0,منطقة القصيم,بريده,حي/أخرى,ق/ب/2431,5,سكني,أرض,1.0,25000.0,184.04,135.84
19360513.0,منطقة القصيم,بريده,الرابية,406/1/ق,430,تجاري,أرض,1.0,334950.0,678.35,493.77
19306329.0,منطقة القصيم,بريده,الزرقاء,ق/ب/472,46,تجاري,أرض,1.0,10000.0,500.0,20.0
19363138.0,منطقة القصيم,بريده,الفاروق,ق/ب/665,504/1,سكني,أرض,1.0,50000.0,420.0,119.05
19362743.0,منطقة القصيم,بريده,المنار,307/2/ق,26/1,سكني,أرض,1.0,1120000.0,358.43,3124.74
19363034.0,منطقة القصيم,بريده,النخيل,1/1400/د,2052,تجاري,أرض,1.0,825000.0,750.0,1100.0
19363120.0,منطقة القصيم,بريده,النخيل,1/1400/د,2054,تجاري,أرض,1.0,660000.0,600.0,1100.0
19366582.0,منطقة القصيم,بريده,النفل,ق/ب/149,27,سكني,أرض,1.0,230000.0,1344.05,171.12
19366540.0,منطقة القصيم,بريده,النفل,ق/ب/149,31,سكني,أرض,1.0,230000.0,1373.82,167.42
19363560.0,منطقة القصيم,بريده,اليرموك,ق/ب/7325,54,سكني,أرض,1.0,664305.0,1125.94,590.0
19363448.0,منطقة القصيم,بريده,اليرموك,ق/ب/7325,55,سكني,أرض,1.0,639029.0,1083.1,590.0
19363506.0,منطقة القصيم,بريده,اليرموك,ق/ب/7325,56,سكني,أرض,1.0,655555.0,1111.11,590.0
19362590.0,منطقة القصيم,بريده,ضراس,ق/ص/428,4,سكني,أرض,1.0,300000.0,456.61,657.02
19369121.0,منطقة القصيم,بريده,ضراس,ق/ص/650,4/6/1,سكني,أرض,1.0,100000.0,270.0,370.37
19369234.0,منطقة القصيم,بريده,ضراس,ق/ص/650,4/6/3,سكني,أرض,1.0,100000.0,270.0,370.37
19361167.0,منطقة القصيم,عنيزه,حي/أخرى,257/ق/أ,452,تجاري,أرض,1.0,320000.0,461.5,693.39
19344734.0,منطقة القصيم,عنيزه,الخزامى,345/ق/1,52,سكني,أرض,1.0,290000.0,450.0,644.44
19122813.0,منطقة القصيم,عنيزه,حي/أخرى,89/ق,83,سكني,أرض,1.0,300000.0,691.85,433.62
19361235.0,منطقة القصيم,عنيزه,الملك فهد,1026/ق,315,سكني,أرض,1.0,270000.0,500.0,540.0
19361079.0,منطقة القصيم,عنيزه,شرق مليحة,740/ق,135/6,سكني,أرض,1.0,140000.0,292.5,478.63
19361537.0,منطقة القصيم,عنيزه,شرق مليحة,740/ق,135/7,سكني,أرض,1.0,135000.0,295.15,457.39
19362577.0,منطقة القصيم,عنيزه,شرق مليحة,740/ق,137/4,سكني,أرض,1.0,180000.0,345.1,521.59
19362663.0,منطقة القصيم,عنيزه,شرق مليحة,740/ق,137/8,سكني,أرض,1.0,210000.0,508.55,412.94
19361692.0,منطقة القصيم,عنيزه,شرق مليحة,740/ق,138/2,سكني,أرض,1.0,145000.0,334.1,434.0
19363032.0,منطقة القصيم,عنيزه,شرق مليحة,740/ق,138/5,سكني,أرض,1.0,185000.0,505.5,365.97
19362759.0,منطقة القصيم,عنيزه,شرق مليحة,740/ق,85/6,سكني,أرض,1.0,65000.0,284.71,228.3
19360646.0,المنطقة الشرقية,ابقيق,أشبيليه المنطقة الخامسة عشر,16-Dec,52/ج,سكني,أرض,1.0,166000.0,400.0,415.0
19344110.0,المنطقة الشرقية,ابقيق,حي/أخرى,16-Dec,204,سكني,أرض,1.0,150000.0,400.0,375.0
19358677.0,المنطقة الشرقية,ابقيق,حي/أخرى,27-Dec,132/أ,تجاري,أرض,1.0,99000.0,622.0,159.16
19356846.0,المنطقة الشرقية,ابقيق,حي/أخرى,16-Dec,20,تجاري,أرض,1.0,220000.0,700.0,314.29
19368431.0,المنطقة الشرقية,الخبر,الثقبة,5120,9,سكني,أرض,1.0,410000.0,163.33,2510.26
19324341.0,المنطقة الشرقية,الخبر,حي/أخرى,38/2,7,سكني,أرض,1.0,700000.0,550.0,1272.73
19364134.0,المنطقة الشرقية,الخبر,اللؤلؤ,115/2,842/1,تجاري,أرض,1.0,500000.0,580.0,862.07
19368631.0,المنطقة الشرقية,الخبر,بدون الارشادى بالثقبة,4712,5,سكني,أرض,1.0,580000.0,325.58,1781.44
19365279.0,المنطقة الشرقية,الخبر,حي/أخرى,3,4/3,زراعي,شقة,1.0,543400.0,147.75,3677.83
19356920.0,المنطقة الشرقية,الخفجي,السفانية,Aug-51,399/ج,سكني,أرض,1.0,200000.0,660.0,303.03
19361270.0,المنطقة الشرقية,الخفجي,حي/أخرى,26-Aug,206,سكني,أرض,1.0,355000.0,500.0,710.0
19331944.0,المنطقة الشرقية,الخفجي,الملك فهد/ 34,Aug-34,356/4/ب/2,سكني,أرض,1.0,20000.0,500.0,40.0
19361441.0,المنطقة الشرقية,الدمام,الجلوية,18/1,43/أ,سكني,أرض,1.0,700000.0,500.0,1400.0
19368402.0,المنطقة الشرقية,الدمام,الجلوية,85/1,84/ج,سكني,أرض,1.0,700000.0,500.0,1400.0
19361608.0,المنطقة الشرقية,الدمام,الجوهرة,861/1,2,سكني,شقة,1.0,512480.0,205.12,2498.44
19366668.0,المنطقة الشرقية,الدمام,الزهور,82/1,64/هـ,سكني,أرض,1.0,1000000.0,500.0,2000.0
19368488.0,المنطقة الشرقية,الدمام,السيف,ش د 1450,307,سكني,أرض,1.0,1300000.0,650.0,2000.0
19361751.0,المنطقة الشرقية,الدمام,حي/أخرى,105,256,سكني,أرض,1.0,700000.0,500.0,1400.0
19360538.0,المنطقة الشرقية,الدمام,القصور,1003/ش.د,10,سكني,شقة,1.0,430000.0,128.1,3356.75
19365286.0,المنطقة الشرقية,الدمام,القصور,1003/ش.د,1241/2,سكني,أرض,1.0,673148.0,405.0,1662.09
19365150.0,المنطقة الشرقية,الدمام,المنار,276/1,2/1,زراعي,شقة,1.0,503500.0,160.12,3144.52
19358562.0,المنطقة الشرقية,الدمام,حي/أخرى,177/1,31,سكني,أرض,1.0,300000.0,400.0,750.0
19365845.0,المنطقة الشرقية,الدمام,النور,249/1,19/و,تجاري,أرض,1.0,1200000.0,500.0,2400.0
19368614.0,المنطقة الشرقية,الدمام,النور,742/ش.د,1,سكني,شقة,1.0,200000.0,120.96,1653.44
19358948.0,المنطقة الشرقية,الدمام,حي/أخرى,ش د 1313,130,سكني,أرض,1.0,875000.0,700.0,1250.0
19345783.0,المنطقة الشرقية,الدمام,ضاحية الملك فهد,294/1,261,سكني,أرض,1.0,500000.0,512.5,975.61
19363399.0,المنطقة الشرقية,الدمام,ضاحية الملك فهد,294/1,444,سكني,أرض,1.0,500000.0,500.0,1000.0
19316281.0,المنطقة الشرقية,العيون,الجامعيين,4/310,252/و,تجاري,أرض,1.0,871200.0,726.0,1200.0
19360059.0,المنطقة الشرقية,العيون,الجوهرة,4/1059,2/3,زراعي,شقة,1.0,180000.0,84.22,2137.26
19362565.0,المنطقة الشرقية,العيون,الرياض,19/474,1128/ج,سكني,أرض,1.0,300000.0,780.0,384.62
19327826.0,المنطقة الشرقية,العيون,الرياض,19/474,144,سكني,أرض,1.0,290000.0,750.0,386.67
19354474.0,المنطقة الشرقية,العيون,النخيل بالجشه,4/258,88/ب,سكني,أرض,1.0,200000.0,440.0,454.55
19362540.0,المنطقة الشرقية,العيون,حي/أخرى,4/431,188/ج,سكني,أرض,1.0,500000.0,500.0,1000.0
19364054.0,المنطقة الشرقية,العيون,الهدا,4/865,73/ب,سكني,أرض,1.0,300000.0,655.5,457.67
19364303.0,المنطقة الشرقية,العيون,الهدا,4/865,92/ب,سكني,أرض,1.0,300000.0,779.95,384.64
19366727.0,المنطقة الشرقية,العيون,الورود,4/1100,144/م,سكني,أرض,1.0,300000.0,756.0,396.83
19292000.0,المنطقة الشرقية,العيون,الورود,4/1100,93/ع,سكني,أرض,1.0,465000.0,787.5,590.48
19368517.0,المنطقة الشرقية,العيون,الورود الثالث,4/1100,51/2/ع,سكني,أرض,1.0,290000.0,390.63,742.4
19363597.0,المنطقة الشرقية,العيون,ضاحية الامير سلطان,14/19,193,سكني,أرض,1.0,70000.0,400.0,175.0
19356973.0,المنطقة الشرقية,العيون,ضاحية الامير سلطان,14/19,34,سكني,أرض,1.0,225000.0,396.0,568.18
19365540.0,المنطقة الشرقية,العيون,حي/أخرى,4/1091,13,سكني,أرض,1.0,450000.0,466.0,965.67
