ref_num,area,city,district,Mukatat,piece_num,property_classification,property_type,number_of_properties,price,space,Price_per_square_meter
19002645.0,منطقة مكة المكرمة,جده,المجد,605/ج/س,23/1,سكني,أرض,1.0,220000.0,450.0,488.89
19009181.0,منطقة مكة المكرمة,جده,المروج,3/ج/س,2024,سكني,أرض,1.0,950000.0,895.5,1060.86
18999770.0,منطقة مكة المكرمة,جده,الندى,602/ج/س,1342,سكني,أرض,1.0,440000.0,894.25,492.03
19003980.0,منطقة مكة المكرمة,جده,النور,6/ج/س,944/أ,سكني,أرض,1.0,880000.0,625.0,1408.0
19000339.0,منطقة مكة المكرمة,جده,الهجرة,412/ج/س,4921/ب,سكني,أرض,1.0,180000.0,450.0,400.0
19011342.0,منطقة مكة المكرمة,جده,الهجرة,412/ج/س,4983/ج,سكني,أرض,1.0,290000.0,864.0,335.65
18965420.0,منطقة مكة المكرمة,جده,الهجرة شرق طريق المدينة,412/ج/س,6188/هـ,سكني,أرض,1.0,280000.0,620.0,451.61
19010655.0,منطقة مكة المكرمة,جده,الواحة,588/ج/س,1/3,زراعي,شقة,1.0,480000.0,168.0,2857.14
19010777.0,منطقة مكة المكرمة,جده,الواحة,588/ج/س,2/ح1,زراعي,شقة,1.0,780000.0,214.67,3633.48
19010872.0,منطقة مكة المكرمة,جده,الواحة,588/ج/س,2/ح1,زراعي,شقة,1.0,780000.0,214.67,3633.48
19010729.0,منطقة مكة المكرمة,جده,الواحة,588/ج/س,3/أ,زراعي,شقة,1.0,514000.0,173.63,2960.32
19010619.0,منطقة مكة المكرمة,جده,الوداد,597/ج/س,431,سكني,أرض,1.0,300000.0,900.0,333.33
19006338.0,منطقة مكة المكرمة,جده,الوداد,598/ج/س,635,سكني,أرض,1.0,300000.0,892.9,335.98
19009040.0,منطقة مكة المكرمة,جده,الوفاء,169/ج/س,1580/ج,سكني,أرض,1.0,850000.0,900.0,944.44
19011309.0,منطقة مكة المكرمة,جده,الوفاء,169/ج/س/المعدل,805/2/ج,سكني,أرض,1.0,400000.0,433.51,922.7
19011392.0,منطقة مكة المكرمة,جده,حي/أخرى,1/28/5/2 المعدل2,8909,سكني,أرض,1.0,100000.0,325.0,307.69
19011424.0,منطقة مكة المكرمة,جده,حي/أخرى,1/28/5/2 المعدل2,8910,سكني,أرض,1.0,100000.0,325.0,307.69
19004133.0,منطقة مكة المكرمة,جده,حي/أخرى,2/ق/س,1194,سكني,أرض,1.0,60000.0,400.0,150.0
19005823.0,منطقة مكة المكرمة,جده,جوهرة العروس,244/ج/س,727/2/س,سكني,أرض,1.0,500000.0,899.0,556.17
19004334.0,منطقة مكة المكرمة,جده,مريخ,433/ج/س,1/3,زراعي,شقة,1.0,588202.0,159.14,3696.13
18976815.0,منطقة مكة المكرمة,رابغ,النعيم,ر/19/27,2500,سكني,أرض,1.0,250000.0,722.75,345.9
19010683.0,منطقة مكة المكرمة,رنيه,الجزء الشمالى,10/ت/ر,745,سكني,أرض,1.0,145500.0,495.5,293.64
19000491.0,منطقة مكة المكرمة,مكة المكرمة,المحمديه,1/7/1985,1032,سكني,أرض,1.0,1450000.0,625.0,2320.0
19010366.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/7/1948,719,سكني,أرض,1.0,1000000.0,500.0,2000.0
19008625.0,منطقة مكة المكرمة,مكة المكرمة,ام الكتاد,1/7/1941,542,سكني,أرض,1.0,1450000.0,556.8,2604.17
19008640.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,ك ك 1/20/84,517/2,سكني,أرض,1.0,1134246.0,578.7,1960.0
19002972.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/32/1/4,3303,سكني,أرض,1.0,1772000.0,969.57,1827.61
19003374.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/32/1/4,2980,سكني,أرض,1.0,800004.0,427.5,1871.35
19006243.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/7/1954,311,سكني,أرض,1.0,1380000.0,500.0,2760.0
19011584.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/20/2027,3,سكني,شقة,1.0,260000.0,135.17,1923.5
19010668.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/20/18/أ,3024,سكني,أرض,1.0,500000.0,360.0,1388.89
19004234.0,منطقة مكة المكرمة,مكة المكرمة,مخطط ولى العهد 9 جزء ب,1/7/119/ب,1864,سكني,أرض,1.0,390000.0,592.92,657.76
19011406.0,منطقة مكة المكرمة,مكة المكرمة,مخطط ولى العهد 9 جزء ب,1/7/119/ب,2165,سكني,أرض,1.0,330000.0,473.87,696.39
19009976.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/7/119/ز,470,سكني,أرض,1.0,200000.0,612.56,326.5
19001625.0,منطقة مكة المكرمة,مكة المكرمة,حي/أخرى,1/20/1960,1566,سكني,أرض,1.0,470000.0,400.0,1175.0
19004208.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/2,زراعي,شقة,1.0,160000.0,77.29,2070.13
19003402.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/أ,زراعي,شقة,1.0,180000.0,81.06,2220.58
19006250.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,1/أ,زراعي,شقة,1.0,141750.0,77.29,1834.0
19003251.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/1,زراعي,شقة,1.0,212000.0,96.76,2190.99
19005272.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/1,زراعي,شقة,1.0,270000.0,117.35,2300.81
19005558.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,2/أ,زراعي,شقة,1.0,165000.0,80.38,2052.75
18984828.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/1,زراعي,شقة,1.0,150000.0,82.22,1824.37
18992802.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/1,زراعي,شقة,1.0,300000.0,117.35,2556.46
19002499.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/2,زراعي,شقة,1.0,270000.0,117.35,2300.81
19006523.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/2,زراعي,شقة,1.0,270000.0,117.35,2300.81
19005211.0,منطقة مكة المكرمة,مكة المكرمة,واحة مكة التطويرى الأول المعدل,ك ك 1/28/28,3/3,زراعي,شقة,1.0,160000.0,82.22,1946.0
18999652.0,منطقة مكة المكرمة,ميسان,حي/أخرى,أخرى,ب د و ن,سكني,أرض,1.0,10000.0,2152.5,4.65
19000090.0,منطقة المدينة المنورة,الحناكية,978 / ت / 1423 / 2 الواقعة بمركز الصويدرة,أخرى,1585,سكني,أرض,1.0,75000.0,600.0,125.0
19007766.0,منطقة المدينة المنورة,الحناكية,978 / ت / 1423 / 2 الواقعة بمركز الصويدرة,أخرى,2456,سكني,أرض,1.0,50000.0,646.12,77.39
18999797.0,منطقة المدينة المنورة,الحناكية,حي/أخرى,أخرى,2011,سكني,أرض,1.0,110000.0,712.71,154.34
19007827.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,13/ع/1403,154,تجاري,أرض,1.0,70000.0,715.86,97.78
19008225.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,13/ع/1403,154,تجاري,أرض,1.0,30000.0,181.12,165.64
19008056.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,725/ت/1416,24,سكني,أرض,1.0,1187500.0,520.0,2283.65
19010354.0,منطقة المدينة المنورة,المدينة المنورة,الرانوناء,607/ت/1413,3,تجاري,أرض,1.0,1400000.0,600.0,2333.33
19010587.0,منطقة المدينة المنورة,المدينة المنورة,الرانوناء بمنطقة الهجرة,م/م/669/1425,4,سكني,شقة,1.0,840000.0,247.83,3389.42
19007752.0,منطقة المدينة المنورة,المدينة المنورة,السكب منطقة جبل عير,م/م/1074/1439,23,سكني,أرض,1.0,851630.0,686.66,1240.25
19009570.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,11/26/ت,1212,سكني,أرض,1.0,1600000.0,675.0,2370.37
19004463.0,منطقة المدينة المنورة,المدينة المنورة,العزيزية,6/ت,460,سكني,أرض,1.0,381683.0,361.6,1055.54
19010991.0,منطقة المدينة المنورة,المدينة المنورة,النبلاء منطقة المناهل,م/م/1088,3/16/3,سكني,أرض,1.0,390557.0,315.45,1238.09
19011040.0,منطقة المدينة المنورة,المدينة المنورة,النبلاء منطقة المناهل,م/م/1088/1436,3/16/19,سكني,أرض,1.0,309524.0,250.0,1238.1
19002865.0,منطقة المدينة المنورة,المدينة المنورة,حي/أخرى,3/ف/1406,957,سكني,أرض,1.0,150000.0,578.77,259.17
19005015.0,منطقة المدينة المنورة,وادي الفرع,16/ ق/ م/ 1411,أخرى,1133,سكني,أرض,1.0,40000.0,720.0,55.56
19010154.0,منطقة المدينة المنورة,وادي الفرع,حي/أخرى,أخرى,202,سكني,أرض,1.0,100000.0,660.0,151.52
19000374.0,منطقة المدينة المنورة,وادي الفرع,719/ ت/ 1416,أخرى,1787,سكني,أرض,1.0,95000.0,882.0,107.71
18998449.0,منطقة المدينة المنورة,وادي الفرع,919/ و/ 1422,أخرى,833,سكني,أرض,1.0,75000.0,872.0,86.01
19002900.0,منطقة القصيم,البدائع,المنار,190/ق,70,تجاري,أرض,1.0,100000.0,387.5,258.06
19002592.0,منطقة القصيم,البكيريه,حي/أخرى,أخرى,105,سكني,أرض,1.0,10000.0,700.0,14.29
18992005.0,منطقة القصيم,البكيريه,جنوب غرب البكيرية,ق/ك/352,91,تجاري,أرض,1.0,174420.0,570.0,306.0
18992051.0,منطقة القصيم,البكيريه,جنوب غرب البكيرية,ق/ك/352,92,تجاري,أرض,1.0,174420.0,570.0,306.0
18992138.0,منطقة القصيم,البكيريه,جنوب غرب البكيرية,ق/ك/352,93,سكني,أرض,1.0,174420.0,570.0,306.0
19008287.0,منطقة القصيم,البكيريه,حي/أخرى,أخرى,365,تجاري,أرض,1.0,1000000.0,702.0,1424.5
19008498.0,منطقة القصيم,البكيريه,حي/أخرى,أخرى,367,تجاري,أرض,1.0,30000.0,498.0,60.24
19007754.0,منطقة القصيم,الرس,154/ ق,أخرى,613,تجاري,أرض,1.0,23000.0,400.0,57.5
19007847.0,منطقة القصيم,الرس,154/ ق,أخرى,624,سكني,أرض,1.0,25000.0,400.0,62.5
19007813.0,منطقة القصيم,الرس,154/ ق,أخرى,663,سكني,أرض,1.0,25000.0,400.0,62.5
18977451.0,منطقة القصيم,الرس,154/ ق,أخرى,674,سكني,أرض,1.0,30000.0,480.0,62.5
18989097.0,منطقة القصيم,الرس,حي/أخرى,أخرى,136,سكني,أرض,1.0,25000.0,400.0,62.5
18991098.0,منطقة القصيم,الرس,حي/أخرى,أخرى,337,سكني,أرض,1.0,225000.0,539.7,416.9
18991196.0,منطقة القصيم,الرس,حي/أخرى,أخرى,338,سكني,أرض,1.0,225000.0,539.7,416.9
18991046.0,منطقة القصيم,الرس,حي/أخرى,أخرى,339,سكني,أرض,1.0,225000.0,484.5,464.4
18991155.0,منطقة القصيم,الرس,حي/أخرى,أخرى,340,سكني,أرض,1.0,225000.0,483.2,465.65
18999180.0,منطقة القصيم,المذنب,حي/أخرى,أخرى,24,تجاري,أرض,1.0,40000.0,590.0,67.8
18999204.0,منطقة القصيم,المذنب,حي/أخرى,أخرى,188,سكني,أرض,1.0,40000.0,590.0,67.8
18998992.0,منطقة القصيم,المذنب,حي/أخرى,أخرى,221,سكني,أرض,1.0,40000.0,560.0,71.43
19007888.0,منطقة القصيم,المذنب,حي/أخرى,أخرى,64,سكني,أرض,1.0,25000.0,661.7,37.78
18995704.0,منطقة القصيم,المذنب,626/ ق,أخرى,146,سكني,أرض,1.0,40000.0,630.0,63.49
18995656.0,منطقة القصيم,المذنب,626/ ق,أخرى,150,سكني,أرض,1.0,40000.0,630.0,63.49
18995584.0,منطقة القصيم,المذنب,626/ ق,أخرى,151,تجاري,أرض,1.0,40000.0,630.0,63.49
18990168.0,منطقة القصيم,المذنب,626/ ق,أخرى,29,سكني,أرض,1.0,42000.0,660.0,63.64
19003768.0,منطقة القصيم,بريده,حي/أخرى,أخرى,152,سكني,أرض,1.0,10000.0,756.0,13.23
19005807.0,منطقة القصيم,بريده,حي/أخرى,أخرى,401,سكني,أرض,1.0,56000.0,700.0,80.0
18998650.0,منطقة القصيم,بريده,حي/أخرى,أخرى,695,سكني,أرض,1.0,20200.0,429.0,47.09
19002630.0,منطقة القصيم,بريده,الاسكان,6,315,سكني,أرض,1.0,350000.0,400.0,875.0
19007648.0,منطقة القصيم,بريده,الحزم,ق/ب/23,539/1,سكني,أرض,1.0,412500.0,375.0,1100.0
19004425.0,منطقة القصيم,بريده,الرمال,002454/0401/0400,64,سكني,أرض,1.0,332305.0,391.0,849.88
19007109.0,منطقة القصيم,بريده,الرمال,002454/0401/0400,85,سكني,أرض,1.0,284310.0,379.08,750.0
18998426.0,منطقة القصيم,بريده,الريان,ق/ب/6765,3,تجاري,أرض,1.0,1612500.0,1250.0,1290.0
19003492.0,منطقة القصيم,بريده,السليمانية,188/ب/ق,1159,سكني,أرض,1.0,290000.0,751.61,385.84
19003922.0,منطقة القصيم,بريده,الشقة,ق/ب/7489,243,سكني,أرض,1.0,95970.0,457.28,209.87
19007371.0,منطقة القصيم,بريده,الشقة السفلى,ق/ب/3311,89,تجاري,أرض,1.0,220000.0,726.21,302.94
19006833.0,منطقة القصيم,بريده,الصفراء,209/ق,359,سكني,أرض,1.0,470000.0,630.0,746.03
18996620.0,منطقة القصيم,بريده,الضاحى,352/ق/أ,2356,تجاري,أرض,1.0,1400000.0,600.0,2333.33
18996996.0,منطقة القصيم,بريده,الضاحى,352/ق/أ,2357,تجاري,أرض,1.0,1400000.0,600.0,2333.33
19002828.0,منطقة القصيم,بريده,المليداء,311/2/ق,51,سكني,أرض,1.0,50000.0,575.2,86.93
19001727.0,منطقة القصيم,بريده,النخيل,1/1400/ب,317,سكني,أرض,1.0,584375.0,687.5,850.0
19001681.0,منطقة القصيم,بريده,النخيل,1/1400/ب,318,تجاري,أرض,1.0,584375.0,687.5,850.0
19001769.0,منطقة القصيم,بريده,النخيل,1/1400/ب,319,تجاري,أرض,1.0,701250.0,825.0,850.0
19001754.0,منطقة القصيم,بريده,النخيل,1/1400/ب,320,تجاري,أرض,1.0,701250.0,825.0,850.0
19008011.0,منطقة القصيم,بريده,حي/أخرى,ق/ب/7117,255,سكني,أرض,1.0,950000.0,382.0,2486.91
19005100.0,منطقة القصيم,عنيزه,حي/أخرى,71/ق/1/ت ع 1472,73/ب,سكني,أرض,1.0,240000.0,2361.0,101.65
19005954.0,منطقة القصيم,عنيزه,حي/أخرى,143/ق/1,2,سكني,أرض,1.0,105000.0,620.0,169.35
19006158.0,منطقة القصيم,عنيزه,حي/أخرى,143/ق/1,4,سكني,أرض,1.0,105000.0,620.0,169.35
19000736.0,المنطقة الشرقية,ابقيق,حي/أخرى,16-Dec,14/د,سكني,أرض,1.0,120000.0,400.0,300.0
19011340.0,المنطقة الشرقية,ابقيق,عين دار الجديدة,13/12,14/ج/2,سكني,أرض,1.0,40000.0,400.0,100.0
19005669.0,المنطقة الشرقية,الجبيل,الدانة,26,164,سكني,أرض,1.0,500000.0,454.0,1101.32
19003323.0,المنطقة الشرقية,الجبيل,الدفى,ها م/د4,16,سكني,أرض,1.0,1325000.0,608.6,2177.13
19004147.0,المنطقة الشرقية,الجبيل,الفناتير,ها م/ف6,116,سكني,أرض,1.0,155760.0,649.0,240.0
19003377.0,المنطقة الشرقية,الجبيل,الفناتير,ها م/ف6,33,سكني,أرض,1.0,283635.0,536.4,528.78
19003247.0,المنطقة الشرقية,الجبيل,الفناتير,ها م/ف6,53,سكني,أرض,1.0,288386.0,523.0,551.41
19003298.0,المنطقة الشرقية,الجبيل,المرقاب,Jul-88,75,سكني,أرض,1.0,1080000.0,570.0,1894.74
19002466.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ1,10,تجاري,أرض,1.0,368644.0,707.8,520.83
19003217.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ1,105,سكني,أرض,1.0,284242.0,519.9,546.72
19003112.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ1,31,تجاري,أرض,1.0,302475.0,557.5,542.56
19003735.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ1,60,سكني,أرض,1.0,98581.0,446.6,220.74
19004496.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ1,69,سكني,أرض,1.0,280701.0,486.9,576.51
19002548.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ2,102,سكني,أرض,1.0,229405.0,497.0,461.58
19002323.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ2,102,تجاري,أرض,1.0,220391.0,410.4,537.02
19002149.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ2,19,سكني,أرض,1.0,251791.0,503.3,500.28
19001675.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ2,36,سكني,أرض,1.0,258294.0,600.0,430.49
19002119.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ2,48,سكني,أرض,1.0,296219.0,576.0,514.27
19002225.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ2,48,سكني,أرض,1.0,296229.0,434.8,681.3
19003303.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ2,88,سكني,أرض,1.0,295750.0,528.8,559.29
19003012.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ2,93,سكني,أرض,1.0,219081.0,531.7,412.04
19004365.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ3,68,سكني,أرض,1.0,363084.0,628.7,577.52
19002379.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ4,196,سكني,أرض,1.0,24030.0,315.4,76.19
19002029.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ5,104,سكني,أرض,1.0,38968.0,487.1,80.0
19001841.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ5,25,تجاري,أرض,1.0,41040.0,513.0,80.0
19003968.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ5,53,سكني,أرض,1.0,47008.0,618.5,76.0
19001762.0,المنطقة الشرقية,الجبيل,جلمودة,ها م/أ5,58,سكني,أرض,1.0,47056.0,588.2,80.0
19005067.0,المنطقة الشرقية,الجبيل,ضاحية الملك فهد,7/199,1/1,تجاري,شقة,1.0,850000.0,252.0,3373.02
19005016.0,المنطقة الشرقية,الجبيل,ضاحية الملك فهد,7/199,230,تجاري,أرض,1.0,420000.0,600.0,700.0
19003397.0,المنطقة الشرقية,الجبيل,ضاحية الملك فهد,7/199,329,سكني,أرض,1.0,750000.0,875.0,857.14
19007065.0,المنطقة الشرقية,الخبر,حي/أخرى,392/1,137,سكني,أرض,1.0,1200000.0,432.8,2772.64
19009231.0,المنطقة الشرقية,الخبر,حي/أخرى,26/2,106/ج,تجاري,أرض,1.0,803481.0,600.0,1339.14
18999609.0,المنطقة الشرقية,الخبر,حي/أخرى,419/2,211/أ,سكني,أرض,1.0,780000.0,780.0,1000.0
19009340.0,المنطقة الشرقية,الخبر,الصوارى,43/2,239,سكني,أرض,1.0,1017900.0,400.0,2544.75
19008765.0,المنطقة الشرقية,الخبر,العزيزية,26/2,325,تجاري,أرض,1.0,658118.0,506.1,1300.37
19009335.0,المنطقة الشرقية,الخبر,العزيزية,ش خ 784,5/2,تجاري,أرض,1.0,885700.0,250.0,3542.8
19008858.0,المنطقة الشرقية,الخبر,العزيزية,ش خ 838,301/2,سكني,أرض,1.0,747000.0,250.0,2988.0
18999493.0,المنطقة الشرقية,الخفجي,الخزامى,Aug-72,142/أ,سكني,أرض,1.0,100000.0,750.0,133.33
18999515.0,المنطقة الشرقية,الخفجي,الخزامى,Aug-72,204/أ,سكني,أرض,1.0,100000.0,750.0,133.33
19007243.0,المنطقة الشرقية,الخفجي,الشاطئ,Aug-67,237/أ,سكني,أرض,1.0,315000.0,594.5,529.86
19007575.0,المنطقة الشرقية,الخفجي,الشاطئ,Aug-67,312/أ,سكني,أرض,1.0,320000.0,600.0,533.33
19007122.0,المنطقة الشرقية,الخفجي,الشاطئ,Aug-67,322/ب,سكني,أرض,1.0,315000.0,600.0,525.0
18998711.0,المنطقة الشرقية,الدمام,حي/أخرى,3515,56,سكني,أرض,1.0,50000.0,81.31,614.93
19009193.0,المنطقة الشرقية,الدمام,السيف,752/1,146,سكني,أرض,1.0,1128600.0,660.0,1710.0
19010022.0,المنطقة الشرقية,الدمام,السيف,752/1,307,سكني,أرض,1.0,1217454.0,602.7,2020.0
19010129.0,المنطقة الشرقية,الدمام,السيف,752/1,309,سكني,أرض,1.0,1217454.0,602.7,2020.0
19010166.0,المنطقة الشرقية,الدمام,السيف,752/1,311,سكني,أرض,1.0,1217454.0,602.7,2020.0
19009409.0,المنطقة الشرقية,الدمام,السيف,752/1,560,سكني,أرض,1.0,1853220.0,922.0,2010.0
19009477.0,المنطقة الشرقية,الدمام,السيف,752/1,561,سكني,أرض,1.0,1853220.0,922.0,2010.0
19009597.0,المنطقة الشرقية,الدمام,السيف,752/1,562,سكني,أرض,1.0,1383282.0,688.2,2010.0
19009697.0,المنطقة الشرقية,الدمام,السيف,752/1,563,سكني,أرض,1.0,1383282.0,688.2,2010.0
19009831.0,المنطقة الشرقية,الدمام,السيف,752/1,564,سكني,أرض,1.0,1383282.0,688.2,2010.0
19009885.0,المنطقة الشرقية,الدمام,السيف,752/1,565,سكني,أرض,1.0,1383282.0,688.2,2010.0
19009969.0,المنطقة الشرقية,الدمام,السيف,752/1,566,سكني,أرض,1.0,1383282.0,688.2,2010.0
19007581.0,المنطقة الشرقية,الدمام,النور,249/1,3/ز,تجاري,أرض,1.0,875000.0,500.0,1750.0
19009738.0,المنطقة الشرقية,الدمام,النور,755/1,1,سكني,شقة,1.0,250000.0,106.63,2344.56
19008687.0,المنطقة الشرقية,الدمام,النور,755/1,4/3,زراعي,شقة,1.0,435100.0,162.49,2677.7
19009453.0,المنطقة الشرقية,الدمام,النور,975/1/ش.د,3,سكني,شقة,1.0,450000.0,141.55,3179.09
19009756.0,المنطقة الشرقية,الدمام,النور,975/1/ش.د,7,سكني,شقة,1.0,370000.0,141.71,2610.97
19004239.0,المنطقة الشرقية,الدمام,حي/أخرى,115/1,50,سكني,أرض,1.0,900000.0,600.0,1500.0
19006423.0,المنطقة الشرقية,الدمام,حي/أخرى,739/1,140/أ,سكني,أرض,1.0,1450000.0,480.15,3019.89
19006875.0,المنطقة الشرقية,الدمام,ضاحية الملك فهد,294/1,108,تجاري,أرض,1.0,790000.0,515.0,1533.98
19002485.0,المنطقة الشرقية,الدمام,مدينة العمال,2141,11,سكني,أرض,1.0,300000.0,241.48,1242.34
18977411.0,المنطقة الشرقية,العيون,4/ 1030,الحى الأول,4,تجاري,أرض,1.0,50000.0,630.02,79.36
18986038.0,المنطقة الشرقية,العيون,حي/أخرى,4/776,171/1/أ,سكني,أرض,1.0,340000.0,326.25,1042.15
19010410.0,المنطقة الشرقية,العيون,الربوة,4/739,42/ه,سكني,أرض,1.0,200000.0,313.4,638.16
18989147.0,المنطقة الشرقية,العيون,الرياض,19/474,183/أ,سكني,أرض,1.0,315000.0,780.0,403.85
18976401.0,المنطقة الشرقية,العيون,النخيل بالجشه,4/258,127/أ,سكني,أرض,1.0,270000.0,414.95,650.68
19007997.0,المنطقة الشرقية,العيون,النزهة,4/335,197/ب,سكني,أرض,1.0,563000.0,500.0,1126.0
19007686.0,المنطقة الشرقية,العيون,اليمامة غرب السكة,4/696,114/و,سكني,أرض,1.0,500000.0,500.0,1000.0
19009151.0,المنطقة الشرقية,العيون,اليمامة غرب السكة,4/696,116/و,سكني,أرض,1.0,500000.0,500.0,1000.0
19009478.0,المنطقة الشرقية,العيون,اليمامة غرب السكة,4/696,118/و,سكني,أرض,1.0,500000.0,500.0,1000.0
19009750.0,المنطقة الشرقية,العيون,اليمامة غرب السكة,4/696,124/و,سكني,أرض,1.0,500000.0,500.0,1000.0
19006133.0,المنطقة الشرقية,العيون,حي/أخرى,4/776,401/2/ج,سكني,أرض,1.0,670000.0,405.0,1654.32
18999300.0,المنطقة الشرقية,العيون,ضاحية هجر,4/640,267/1,سكني,أرض,1.0,190000.0,360.0,527.78
19011667.0,المنطقة الشرقية,العيون,حي/أخرى,385 م,183,سكني,أرض,1.0,1000000.0,367.5,2721.09
19002152.0,المنطقة الشرقية,القطيف,ابو معن,Nov-42,23/د,سكني,أرض,1.0,400000.0,400.0,1000.0
19010868.0,المنطقة الشرقية,القطيف,حي/أخرى,3/743,123/1,سكني,أرض,1.0,200000.0,317.38,630.16
19010523.0,المنطقة الشرقية,القطيف,حي/أخرى,3/743,123/2,تجاري,أرض,1.0,200000.0,339.22,589.59
19010591.0,المنطقة الشرقية,القطيف,حي/أخرى,3/834,375/2,سكني,أرض,1.0,200000.0,437.5,457.14
19010681.0,المنطقة الشرقية,القطيف,حي/أخرى,3/834,77/2/1,سكني,أرض,1.0,200000.0,250.0,800.0
19010927.0,المنطقة الشرقية,القطيف,حي/أخرى,21/ج/لوحه 1,50/ب,سكني,أرض,1.0,366795.0,351.0,1045.0
18999565.0,المنطقة الشرقية,القطيف,حي/أخرى,3/713,777,سكني,أرض,1.0,540000.0,600.0,900.0
19009505.0,المنطقة الشرقية,النعيريه,ش ن/ 133/ معدل 1,أخرى,104/ب,سكني,أرض,1.0,20000.0,702.0,28.49
19006859.0,المنطقة الشرقية,النعيريه,ش ن/ 133/ معدل 1,أخرى,302/ح,سكني,أرض,1.0,20000.0,735.75,27.18
19010326.0,المنطقة الشرقية,النعيريه,ش ن/ 133/ معدل 1,أخرى,356/هـ,سكني,أرض,1.0,20000.0,1091.9,18.32
18988945.0,المنطقة الشرقية,النعيريه,ش ن/ 133/ معدل 1,أخرى,78/ج,سكني,أرض,1.0,20000.0,690.0,28.99
19004942.0,المنطقة الشرقية,النعيريه,ش ن/ 133/ معدل 1,أخرى,78/ج,سكني,أرض,1.0,20000.0,690.0,28.99
19000450.0,المنطقة الشرقية,حرض,4/ 608,ج,98,سكني,أرض,1.0,40000.0,750.0,53.33
19010126.0,المنطقة الشرقية,حفر الباطن,الباطن,9/118,624,سكني,أرض,1.0,100000.0,400.0,250.0
19005431.0,المنطقة الشرقية,حفر الباطن,الربوة,9/148,170,سكني,أرض,1.0,644999.0,440.0,1465.91
18999508.0,المنطقة الشرقية,حفر الباطن,السلمانية,121/ح/1424,1788,سكني,أرض,1.0,50000.0,660.0,75.76
18989191.0,المنطقة الشرقية,حفر الباطن,الشفاء,12/ح,243,سكني,أرض,1.0,90000.0,400.0,225.0
19010656.0,المنطقة الشرقية,حفر الباطن,الشفاء,12/ح,439,سكني,أرض,1.0,40000.0,400.0,100.0
19010798.0,المنطقة الشرقية,حفر الباطن,الشفاء,12/ح,55,سكني,أرض,1.0,15000.0,400.0,37.5
19004860.0,المنطقة الشرقية,حفر الباطن,العزيزية,31,6,سكني,أرض,1.0,100000.0,288.0,347.22
19003196.0,المنطقة الشرقية,حفر الباطن,العزيزية,4/ح/د,211,تجاري,أرض,1.0,50000.0,651.0,76.8
